ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
UsoiRobertpara-115-fingernail-1,,UsoiRobertpara,115-fingernail,ʤauʂku,ʤauʂku,ʤ au ʂ k u,,Kim2011,,,,
UsoiBethanipara-115-fingernail-1,,UsoiBethanipara,115-fingernail,ʤauʂku,ʤauʂku,ʤ au ʂ k u,,Kim2011,,,,
UsoiKatchaptali-115-fingernail-1,,UsoiKatchaptali,115-fingernail,ʤauʂku,ʤauʂku,ʤ au ʂ k u,,Kim2011,,,,
AnokLaiphuKarbaripara-115-fingernail-1,,AnokLaiphuKarbaripara,115-fingernail,jaʂku,jaʂku,j a ʂ k u,,Kim2011,,,,
KewaKrishnaDayalpara-115-fingernail-1,,KewaKrishnaDayalpara,115-fingernail,jaʂku,jaʂku,j a ʂ k u,,Kim2011,,,,
PhatungJarichandrapara-115-fingernail-1,,PhatungJarichandrapara,115-fingernail,jaukʧul,jaukʧul,j au k ʧ u l,,Kim2011,,,,
DebbarmaDoluchara-115-fingernail-1,,DebbarmaDoluchara,115-fingernail,jaʂku,jaʂku,j a ʂ k u,,Kim2011,,,,
DebbarmaSatchari-115-fingernail-1,,DebbarmaSatchari,115-fingernail,jaʂku,jaʂku,j a ʂ k u,,Kim2011,,,,
DebbarmaKhumuling-115-fingernail-1,,DebbarmaKhumuling,115-fingernail,jaʂku,jaʂku,j a ʂ k u,,Kim2011,,,,
MukchakBarbakpur-115-fingernail-1,,MukchakBarbakpur,115-fingernail,jaʃku,jaʃku,j a ʃ k u,,Kim2011,,,,
RiangOldlankar-115-fingernail-1,,RiangOldlankar,115-fingernail,jaiʂku,jaiʂku,j ai ʂ k u,,Kim2011,,,,
AbengGajni-115-fingernail-1,,AbengGajni,115-fingernail,ʤaksɨkʰɨl,ʤaksɨkʰɨl,ʤ a k s ɨ kʰ ɨ l,,Kim2011,,,,
ChibokNagarSontosh-115-fingernail-1,,ChibokNagarSontosh,115-fingernail,ʤakʃukʰul,ʤakʃukʰul,ʤ a k ʃ u kʰ u l,,Kim2011,,,,
AtongNalchapra-115-fingernail-1,,AtongNalchapra,115-fingernail,ʧakʃikʰoɾ,ʧakʃikʰoɾ,ʧ a k ʃ i kʰ o ɾ,,Kim2011,,,,
Bangla-116-knee-1,,Bangla,116-knee,haʈu,haʈu,h a ʈ u,,Kim2011,,,,
UsoiBoroPharangsia-116-knee-1,,UsoiBoroPharangsia,116-knee,ʤaːʂku,ʤaːʂku,ʤ aː ʂ k u,,Kim2011,,,,
UsoiChotoMadhuk-116-knee-1,,UsoiChotoMadhuk,116-knee,ʤaːʂku,ʤaːʂku,ʤ aː ʂ k u,,Kim2011,,,,
GabingDolchariSapmara-116-knee-1,,GabingDolchariSapmara,116-knee,jaʂkubotʰɔ,jaʂkubotʰɔ,j a ʂ k u b o tʰ ɔ,,Kim2011,,,,
NaitongLombapara-116-knee-1,,NaitongLombapara,116-knee,jaiʂukuŋ,jaiʂukuŋ,j ai ʂ u k u ŋ,,Kim2011,,,,
KemaPakkhipara-116-knee-1,,KemaPakkhipara,116-knee,jaʂu,jaʂu,j a ʂ u,,Kim2011,,,,
TongpaiTongpaipara-116-knee-1,,TongpaiTongpaipara,116-knee,jaʂkubutʰo,jaʂkubutʰo,j a ʂ k u b u tʰ o,,Kim2011,,,,
AshongMildhanpara-116-knee-1,,AshongMildhanpara,116-knee,jaʂkubɨtʰɔ,jaʂkubɨtʰɔ,j a ʂ k u b ɨ tʰ ɔ,,Kim2011,,,,
DendakNoimailGutchagram-116-knee-1,,DendakNoimailGutchagram,116-knee,jaʂkubɨtʰɔ,jaʂkubɨtʰɔ,j a ʂ k u b ɨ tʰ ɔ,,Kim2011,,,,
KhaliBeltolipara-116-knee-1,,KhaliBeltolipara,116-knee,jaiʂu,jaiʂu,j ai ʂ u,,Kim2011,,,,
UsoiRobertpara-116-knee-1,,UsoiRobertpara,116-knee,ʤaːʂku,ʤaːʂku,ʤ aː ʂ k u,,Kim2011,,,,
UsoiBethanipara-116-knee-1,,UsoiBethanipara,116-knee,ʤaːʂku,ʤaːʂku,ʤ aː ʂ k u,,Kim2011,,,,
UsoiKatchaptali-116-knee-1,,UsoiKatchaptali,116-knee,ʤaːʂku,ʤaːʂku,ʤ aː ʂ k u,,Kim2011,,,,
AnokLaiphuKarbaripara-116-knee-1,,AnokLaiphuKarbaripara,116-knee,jaʂu,jaʂu,j a ʂ u,,Kim2011,,,,
KewaKrishnaDayalpara-116-knee-1,,KewaKrishnaDayalpara,116-knee,jaʂkubutʰo,jaʂkubutʰo,j a ʂ k u b u tʰ o,,Kim2011,,,,
PhatungJarichandrapara-116-knee-1,,PhatungJarichandrapara,116-knee,jaukʧuʤura,jaukʧuʤura,j au k ʧ u ʤ u r a,,Kim2011,,,,
DebbarmaDoluchara-116-knee-1,,DebbarmaDoluchara,116-knee,jaʂuku,jaʂuku,j a ʂ u k u,,Kim2011,,,,
DebbarmaSatchari-116-knee-1,,DebbarmaSatchari,116-knee,jaʂuku,jaʂuku,j a ʂ u k u,,Kim2011,,,,
DebbarmaKhumuling-116-knee-1,,DebbarmaKhumuling,116-knee,jaʂkuː,jaʂkuː,j a ʂ k uː,,Kim2011,,,,
MukchakBarbakpur-116-knee-1,,MukchakBarbakpur,116-knee,jaʃkubɔtʰɔr,jaʃkubɔtʰɔr,j a ʃ k u b ɔ tʰ ɔ r,,Kim2011,,,,
RiangOldlankar-116-knee-1,,RiangOldlankar,116-knee,jaʂkumutʰɔr,jaʂkumutʰɔr,j a ʂ k u m u tʰ ɔ r,,Kim2011,,,,
AbengGajni-116-knee-1,,AbengGajni,116-knee,ʤaʃukʰu,ʤaʃukʰu,ʤ a ʃ u kʰ u,,Kim2011,,,,
ChibokNagarSontosh-116-knee-1,,ChibokNagarSontosh,116-knee,ʤaʔʃukʰu,ʤaʔʃukʰu,ʤ a ʔ ʃ u kʰ u,,Kim2011,,,,
AtongNalchapra-116-knee-1,,AtongNalchapra,116-knee,ʧakɨu,ʧakɨu,ʧ a k ɨu,,Kim2011,,,,
Bangla-117-foot-1,,Bangla,117-foot,pa,pa,p a,,Kim2011,,,,
Bangla-117-foot-2,,Bangla,117-foot,pɔd,pɔd,p ɔ d,,Kim2011,,,,
UsoiBoroPharangsia-117-foot-1,,UsoiBoroPharangsia,117-foot,ʤapʰa,ʤapʰa,ʤ a pʰ a,,Kim2011,,,,
UsoiChotoMadhuk-117-foot-1,,UsoiChotoMadhuk,117-foot,ʤapʰikuŋ,ʤapʰikuŋ,ʤ a pʰ i k u ŋ,,Kim2011,,,,
GabingDolchariSapmara-117-foot-1,,GabingDolchariSapmara,117-foot,japlai,japlai,j a p l ai,,Kim2011,,,,
NaitongLombapara-117-foot-1,,NaitongLombapara,117-foot,japlai,japlai,j a p l ai,,Kim2011,,,,
KemaPakkhipara-117-foot-1,,KemaPakkhipara,117-foot,japlai,japlai,j a p l ai,,Kim2011,,,,
TongpaiTongpaipara-117-foot-1,,TongpaiTongpaipara,117-foot,japlai,japlai,j a p l ai,,Kim2011,,,,
AshongMildhanpara-117-foot-1,,AshongMildhanpara,117-foot,japlai,japlai,j a p l ai,,Kim2011,,,,
DendakNoimailGutchagram-117-foot-1,,DendakNoimailGutchagram,117-foot,japlai,japlai,j a p l ai,,Kim2011,,,,
KhaliBeltolipara-117-foot-1,,KhaliBeltolipara,117-foot,japlai,japlai,j a p l ai,,Kim2011,,,,
UsoiRobertpara-117-foot-1,,UsoiRobertpara,117-foot,ʤapʰa,ʤapʰa,ʤ a pʰ a,,Kim2011,,,,
UsoiBethanipara-117-foot-1,,UsoiBethanipara,117-foot,ʤapʰa,ʤapʰa,ʤ a pʰ a,,Kim2011,,,,
UsoiKatchaptali-117-foot-1,,UsoiKatchaptali,117-foot,ʤapʰa,ʤapʰa,ʤ a pʰ a,,Kim2011,,,,
AnokLaiphuKarbaripara-117-foot-1,,AnokLaiphuKarbaripara,117-foot,japalai,japalai,j a p a l ai,,Kim2011,,,,
KewaKrishnaDayalpara-117-foot-1,,KewaKrishnaDayalpara,117-foot,jatʰɨk,jatʰɨk,j a tʰ ɨ k,,Kim2011,,,,
PhatungJarichandrapara-117-foot-1,,PhatungJarichandrapara,117-foot,japʰlai,japʰlai,j a pʰ l ai,,Kim2011,,,,
DebbarmaDoluchara-117-foot-1,,DebbarmaDoluchara,117-foot,jakuŋ,jakuŋ,j a k u ŋ,,Kim2011,,,,
DebbarmaSatchari-117-foot-1,,DebbarmaSatchari,117-foot,jakuŋ,jakuŋ,j a k u ŋ,,Kim2011,,,,
DebbarmaKhumuling-117-foot-1,,DebbarmaKhumuling,117-foot,jakuŋ,jakuŋ,j a k u ŋ,,Kim2011,,,,
MukchakBarbakpur-117-foot-1,,MukchakBarbakpur,117-foot,jatʰɛk,jatʰɛk,j a tʰ ɛ k,,Kim2011,,,,
RiangOldlankar-117-foot-1,,RiangOldlankar,117-foot,japʰa,japʰa,j a pʰ a,,Kim2011,,,,
AbengGajni-117-foot-1,,AbengGajni,117-foot,ʤaʔapʰa,ʤaʔapʰa,ʤ a ʔ a pʰ a,,Kim2011,,,,
ChibokNagarSontosh-117-foot-1,,ChibokNagarSontosh,117-foot,ʤaʔpʰa,ʤaʔpʰa,ʤ a ʔ pʰ a,,Kim2011,,,,
AtongNalchapra-117-foot-1,,AtongNalchapra,117-foot,ʧaʔ,ʧaʔ,ʧ a ʔ,,Kim2011,,,,
Bangla-118-bone-1,,Bangla,118-bone,haɽ,haɽ,h a ɽ,,Kim2011,,,,
UsoiBoroPharangsia-118-bone-1,,UsoiBoroPharangsia,118-bone,ɨŋkrɛi,ɨŋkrɛi,ɨ ŋ k r ɛi,,Kim2011,,,,
UsoiChotoMadhuk-118-bone-1,,UsoiChotoMadhuk,118-bone,mɨkrɛiŋ,mɨkrɛiŋ,m ɨ k r ɛi ŋ,,Kim2011,,,,
GabingDolchariSapmara-118-bone-1,,GabingDolchariSapmara,118-bone,bɨkrɨŋ,bɨkrɨŋ,b ɨ k r ɨ ŋ,,Kim2011,,,,
NaitongLombapara-118-bone-1,,NaitongLombapara,118-bone,bɛkɛrɛŋ,bɛkɛrɛŋ,b ɛ k ɛ r ɛ ŋ,,Kim2011,,,,
KemaPakkhipara-118-bone-1,,KemaPakkhipara,118-bone,bɛkɛrɛŋ,bɛkɛrɛŋ,b ɛ k ɛ r ɛ ŋ,,Kim2011,,,,
TongpaiTongpaipara-118-bone-1,,TongpaiTongpaipara,118-bone,bɪkrɨŋ,bɪkrɨŋ,b ɪ k r ɨ ŋ,,Kim2011,,,,
AshongMildhanpara-118-bone-1,,AshongMildhanpara,118-bone,bɪkrɨŋ,bɪkrɨŋ,b ɪ k r ɨ ŋ,,Kim2011,,,,
DendakNoimailGutchagram-118-bone-1,,DendakNoimailGutchagram,118-bone,bɨkrɨiŋ,bɨkrɨiŋ,b ɨ k r ɨi ŋ,,Kim2011,,,,
KhaliBeltolipara-118-bone-1,,KhaliBeltolipara,118-bone,bɛkɛrɛŋ,bɛkɛrɛŋ,b ɛ k ɛ r ɛ ŋ,,Kim2011,,,,
UsoiRobertpara-118-bone-1,,UsoiRobertpara,118-bone,mɨkrɛiŋ,mɨkrɛiŋ,m ɨ k r ɛi ŋ,,Kim2011,,,,
UsoiBethanipara-118-bone-1,,UsoiBethanipara,118-bone,mɨkrɛiŋ,mɨkrɛiŋ,m ɨ k r ɛi ŋ,,Kim2011,,,,
UsoiKatchaptali-118-bone-1,,UsoiKatchaptali,118-bone,ɨŋkrɛi,ɨŋkrɛi,ɨ ŋ k r ɛi,,Kim2011,,,,
AnokLaiphuKarbaripara-118-bone-1,,AnokLaiphuKarbaripara,118-bone,bɛkɛrɛŋ,bɛkɛrɛŋ,b ɛ k ɛ r ɛ ŋ,,Kim2011,,,,
KewaKrishnaDayalpara-118-bone-1,,KewaKrishnaDayalpara,118-bone,bɛkɛrɛŋ,bɛkɛrɛŋ,b ɛ k ɛ r ɛ ŋ,,Kim2011,,,,
PhatungJarichandrapara-118-bone-1,,PhatungJarichandrapara,118-bone,bɨkrɨiŋ,bɨkrɨiŋ,b ɨ k r ɨi ŋ,,Kim2011,,,,
DebbarmaDoluchara-118-bone-1,,DebbarmaDoluchara,118-bone,bɛkɛrɛŋ,bɛkɛrɛŋ,b ɛ k ɛ r ɛ ŋ,,Kim2011,,,,
DebbarmaSatchari-118-bone-1,,DebbarmaSatchari,118-bone,bɛkɛrɛŋ,bɛkɛrɛŋ,b ɛ k ɛ r ɛ ŋ,,Kim2011,,,,
DebbarmaKhumuling-118-bone-1,,DebbarmaKhumuling,118-bone,bɛkɛrɛŋ,bɛkɛrɛŋ,b ɛ k ɛ r ɛ ŋ,,Kim2011,,,,
MukchakBarbakpur-118-bone-1,,MukchakBarbakpur,118-bone,bɛkrɛŋ,bɛkrɛŋ,b ɛ k r ɛ ŋ,,Kim2011,,,,
RiangOldlankar-118-bone-1,,RiangOldlankar,118-bone,mɨkrɛiŋ,mɨkrɛiŋ,m ɨ k r ɛi ŋ,,Kim2011,,,,
AbengGajni-118-bone-1,,AbengGajni,118-bone,gɾeŋ,gɾeŋ,g ɾ e ŋ,,Kim2011,,,,
ChibokNagarSontosh-118-bone-1,,ChibokNagarSontosh,118-bone,gɾeŋ,gɾeŋ,g ɾ e ŋ,,Kim2011,,,,
AtongNalchapra-118-bone-1,,AtongNalchapra,118-bone,kɛɾɛŋ,kɛɾɛŋ,k ɛ ɾ ɛ ŋ,,Kim2011,,,,
Bangla-120-skin-1,,Bangla,120-skin,ʧamɽa,ʧamɽa,ʧ a m ɽ a,,Kim2011,,,,
UsoiBoroPharangsia-120-skin-1,,UsoiBoroPharangsia,120-skin,ɨŋkʉ,ɨŋkʉ,ɨ ŋ k ʉ,,Kim2011,,,,
UsoiChotoMadhuk-120-skin-1,,UsoiChotoMadhuk,120-skin,muku,muku,m u k u,,Kim2011,,,,
GabingDolchariSapmara-120-skin-1,,GabingDolchariSapmara,120-skin,buku,buku,b u k u,,Kim2011,,,,
NaitongLombapara-120-skin-1,,NaitongLombapara,120-skin,bukur,bukur,b u k u r,,Kim2011,,,,
KemaPakkhipara-120-skin-1,,KemaPakkhipara,120-skin,bukut,bukut,b u k u t,,Kim2011,,,,
TongpaiTongpaipara-120-skin-1,,TongpaiTongpaipara,120-skin,buku,buku,b u k u,,Kim2011,,,,
AshongMildhanpara-120-skin-1,,AshongMildhanpara,120-skin,buku,buku,b u k u,,Kim2011,,,,
DendakNoimailGutchagram-120-skin-1,,DendakNoimailGutchagram,120-skin,buku,buku,b u k u,,Kim2011,,,,
KhaliBeltolipara-120-skin-1,,KhaliBeltolipara,120-skin,bukur,bukur,b u k u r,,Kim2011,,,,
UsoiRobertpara-120-skin-1,,UsoiRobertpara,120-skin,ɨŋkʉ,ɨŋkʉ,ɨ ŋ k ʉ,,Kim2011,,,,
UsoiBethanipara-120-skin-1,,UsoiBethanipara,120-skin,muku,muku,m u k u,,Kim2011,,,,
UsoiKatchaptali-120-skin-1,,UsoiKatchaptali,120-skin,muku,muku,m u k u,,Kim2011,,,,
AnokLaiphuKarbaripara-120-skin-1,,AnokLaiphuKarbaripara,120-skin,bukur,bukur,b u k u r,,Kim2011,,,,
KewaKrishnaDayalpara-120-skin-1,,KewaKrishnaDayalpara,120-skin,buku,buku,b u k u,,Kim2011,,,,
PhatungJarichandrapara-120-skin-1,,PhatungJarichandrapara,120-skin,bukur,bukur,b u k u r,,Kim2011,,,,
DebbarmaDoluchara-120-skin-1,,DebbarmaDoluchara,120-skin,bukur,bukur,b u k u r,,Kim2011,,,,
DebbarmaSatchari-120-skin-1,,DebbarmaSatchari,120-skin,bukur,bukur,b u k u r,,Kim2011,,,,
DebbarmaKhumuling-120-skin-1,,DebbarmaKhumuling,120-skin,bukur,bukur,b u k u r,,Kim2011,,,,
MukchakBarbakpur-120-skin-1,,MukchakBarbakpur,120-skin,bukur,bukur,b u k u r,,Kim2011,,,,
RiangOldlankar-120-skin-1,,RiangOldlankar,120-skin,bukur,bukur,b u k u r,,Kim2011,,,,
AbengGajni-120-skin-1,,AbengGajni,120-skin,bigɨl,bigɨl,b i g ɨ l,,Kim2011,,,,
ChibokNagarSontosh-120-skin-1,,ChibokNagarSontosh,120-skin,bigul,bigul,b i g u l,,Kim2011,,,,
AtongNalchapra-120-skin-1,,AtongNalchapra,120-skin,kʰol,kʰol,kʰ o l,,Kim2011,,,,
Bangla-121-blood-1,,Bangla,121-blood,ɾɔkto,ɾɔkto,ɾ ɔ k t o,,Kim2011,,,,
UsoiBoroPharangsia-121-blood-1,,UsoiBoroPharangsia,121-blood,tʰɔi,tʰɔi,tʰ ɔi,,Kim2011,,,,
UsoiChotoMadhuk-121-blood-1,,UsoiChotoMadhuk,121-blood,mɨtʰɔi,mɨtʰɔi,m ɨ tʰ ɔi,,Kim2011,,,,
GabingDolchariSapmara-121-blood-1,,GabingDolchariSapmara,121-blood,tʰɔi,tʰɔi,tʰ ɔi,,Kim2011,,,,
NaitongLombapara-121-blood-1,,NaitongLombapara,121-blood,tʰui,tʰui,tʰ ui,,Kim2011,,,,
KemaPakkhipara-121-blood-1,,KemaPakkhipara,121-blood,tʰʊi,tʰʊi,tʰ ʊi,,Kim2011,,,,
TongpaiTongpaipara-121-blood-1,,TongpaiTongpaipara,121-blood,tʰʊi,tʰʊi,tʰ ʊi,,Kim2011,,,,
AshongMildhanpara-121-blood-1,,AshongMildhanpara,121-blood,tʰʊi,tʰʊi,tʰ ʊi,,Kim2011,,,,
DendakNoimailGutchagram-121-blood-1,,DendakNoimailGutchagram,121-blood,tʰʊi,tʰʊi,tʰ ʊi,,Kim2011,,,,
KhaliBeltolipara-121-blood-1,,KhaliBeltolipara,121-blood,tʰʊi,tʰʊi,tʰ ʊi,,Kim2011,,,,
UsoiRobertpara-121-blood-1,,UsoiRobertpara,121-blood,tʰɔi,tʰɔi,tʰ ɔi,,Kim2011,,,,
UsoiBethanipara-121-blood-1,,UsoiBethanipara,121-blood,tʰɔi,tʰɔi,tʰ ɔi,,Kim2011,,,,
UsoiKatchaptali-121-blood-1,,UsoiKatchaptali,121-blood,tʰɔi,tʰɔi,tʰ ɔi,,Kim2011,,,,
AnokLaiphuKarbaripara-121-blood-1,,AnokLaiphuKarbaripara,121-blood,tʰɔi,tʰɔi,tʰ ɔi,,Kim2011,,,,
KewaKrishnaDayalpara-121-blood-1,,KewaKrishnaDayalpara,121-blood,tʰɔi,tʰɔi,tʰ ɔi,,Kim2011,,,,
PhatungJarichandrapara-121-blood-1,,PhatungJarichandrapara,121-blood,tʰɔi,tʰɔi,tʰ ɔi,,Kim2011,,,,
DebbarmaDoluchara-121-blood-1,,DebbarmaDoluchara,121-blood,tʰui,tʰui,tʰ ui,,Kim2011,,,,
DebbarmaSatchari-121-blood-1,,DebbarmaSatchari,121-blood,tʰui,tʰui,tʰ ui,,Kim2011,,,,
DebbarmaKhumuling-121-blood-1,,DebbarmaKhumuling,121-blood,tʰʊi,tʰʊi,tʰ ʊi,,Kim2011,,,,
MukchakBarbakpur-121-blood-1,,MukchakBarbakpur,121-blood,tʰui,tʰui,tʰ ui,,Kim2011,,,,
RiangOldlankar-121-blood-1,,RiangOldlankar,121-blood,tʰɔi,tʰɔi,tʰ ɔi,,Kim2011,,,,
AbengGajni-121-blood-1,,AbengGajni,121-blood,hanʧʰi,hanʧʰi,h a n ʧʰ i,,Kim2011,,,,
ChibokNagarSontosh-121-blood-1,,ChibokNagarSontosh,121-blood,hanʔʧʰi,hanʔʧʰi,h a n ʔ ʧʰ i,,Kim2011,,,,
AtongNalchapra-121-blood-1,,AtongNalchapra,121-blood,tʰɨi,tʰɨi,tʰ ɨi,,Kim2011,,,,
Bangla-122-sweat-1,,Bangla,122-sweat,gʰam,gʰam,gʰ a m,,Kim2011,,,,
UsoiBoroPharangsia-122-sweat-1,,UsoiBoroPharangsia,122-sweat,klɔ̃tɔi,klɔ̃tɔi,k l ɔ̃ t ɔi,,Kim2011,,,,
UsoiChotoMadhuk-122-sweat-1,,UsoiChotoMadhuk,122-sweat,klɔŋtɔi,klɔŋtɔi,k l ɔ ŋ t ɔi,,Kim2011,,,,
GabingDolchariSapmara-122-sweat-1,,GabingDolchariSapmara,122-sweat,klɨŋtɔi,klɨŋtɔi,k l ɨ ŋ t ɔi,,Kim2011,,,,
NaitongLombapara-122-sweat-1,,NaitongLombapara,122-sweat,kulumtui,kulumtui,k u l u m t ui,,Kim2011,,,,
KemaPakkhipara-122-sweat-1,,KemaPakkhipara,122-sweat,kɨlɨmtʊi,kɨlɨmtʊi,k ɨ l ɨ m t ʊi,,Kim2011,,,,
TongpaiTongpaipara-122-sweat-1,,TongpaiTongpaipara,122-sweat,klɨŋtəi,klɨŋtəi,k l ɨ ŋ t əi,,Kim2011,,,,
AshongMildhanpara-122-sweat-1,,AshongMildhanpara,122-sweat,klɨŋtɔi,klɨŋtɔi,k l ɨ ŋ t ɔi,,Kim2011,,,,
DendakNoimailGutchagram-122-sweat-1,,DendakNoimailGutchagram,122-sweat,klɨŋtɔi,klɨŋtɔi,k l ɨ ŋ t ɔi,,Kim2011,,,,
KhaliBeltolipara-122-sweat-1,,KhaliBeltolipara,122-sweat,kʊlʊmtʊi,kʊlʊmtʊi,k ʊ l ʊ m t ʊi,,Kim2011,,,,
UsoiRobertpara-122-sweat-1,,UsoiRobertpara,122-sweat,klɔŋtɔi,klɔŋtɔi,k l ɔ ŋ t ɔi,,Kim2011,,,,
UsoiBethanipara-122-sweat-1,,UsoiBethanipara,122-sweat,klɔŋtɔi,klɔŋtɔi,k l ɔ ŋ t ɔi,,Kim2011,,,,
UsoiKatchaptali-122-sweat-1,,UsoiKatchaptali,122-sweat,klɔŋtɔi,klɔŋtɔi,k l ɔ ŋ t ɔi,,Kim2011,,,,
AnokLaiphuKarbaripara-122-sweat-1,,AnokLaiphuKarbaripara,122-sweat,klɨmtəi,klɨmtəi,k l ɨ m t əi,,Kim2011,,,,
KewaKrishnaDayalpara-122-sweat-1,,KewaKrishnaDayalpara,122-sweat,kulumtɔi,kulumtɔi,k u l u m t ɔi,,Kim2011,,,,
PhatungJarichandrapara-122-sweat-1,,PhatungJarichandrapara,122-sweat,kolomti,kolomti,k o l o m t i,,Kim2011,,,,
DebbarmaDoluchara-122-sweat-1,,DebbarmaDoluchara,122-sweat,kolomtui,kolomtui,k o l o m t ui,,Kim2011,,,,
DebbarmaSatchari-122-sweat-1,,DebbarmaSatchari,122-sweat,kolomtui,kolomtui,k o l o m t ui,,Kim2011,,,,
DebbarmaKhumuling-122-sweat-1,,DebbarmaKhumuling,122-sweat,kolomtʊi,kolomtʊi,k o l o m t ʊi,,Kim2011,,,,
MukchakBarbakpur-122-sweat-1,,MukchakBarbakpur,122-sweat,kɔlɔmtui,kɔlɔmtui,k ɔ l ɔ m t ui,,Kim2011,,,,
RiangOldlankar-122-sweat-1,,RiangOldlankar,122-sweat,klɔmtɔi,klɔmtɔi,k l ɔ m t ɔi,,Kim2011,,,,
AbengGajni-122-sweat-1,,AbengGajni,122-sweat,kʰɾamʧʰi,kʰɾamʧʰi,kʰ ɾ a m ʧʰ i,,Kim2011,,,,
ChibokNagarSontosh-122-sweat-1,,ChibokNagarSontosh,122-sweat,kʰɾamʧʰi,kʰɾamʧʰi,kʰ ɾ a m ʧʰ i,,Kim2011,,,,
AtongNalchapra-122-sweat-1,,AtongNalchapra,122-sweat,tuŋgoa,tuŋgoa,t u ŋ g oa,,Kim2011,,,,
Bangla-123-belly-1,,Bangla,123-belly,pɛʈ,pɛʈ,p ɛ ʈ,,Kim2011,,,,
UsoiBoroPharangsia-123-belly-1,,UsoiBoroPharangsia,123-belly,ɨmpʰai,ɨmpʰai,ɨ m pʰ ai,,Kim2011,,,,
UsoiChotoMadhuk-123-belly-1,,UsoiChotoMadhuk,123-belly,bɔhɔu,bɔhɔu,b ɔ h ɔu,,Kim2011,,,,
GabingDolchariSapmara-123-belly-1,,GabingDolchariSapmara,123-belly,ouk,ouk,ou k,,Kim2011,,,,
NaitongLombapara-123-belly-1,,NaitongLombapara,123-belly,ɔk,ɔk,ɔ k,,Kim2011,,,,
KemaPakkhipara-123-belly-1,,KemaPakkhipara,123-belly,ɔk,ɔk,ɔ k,,Kim2011,,,,
TongpaiTongpaipara-123-belly-1,,TongpaiTongpaipara,123-belly,ouk,ouk,ou k,,Kim2011,,,,
AshongMildhanpara-123-belly-1,,AshongMildhanpara,123-belly,bouŋ,bouŋ,b ou ŋ,,Kim2011,,,,
DendakNoimailGutchagram-123-belly-1,,DendakNoimailGutchagram,123-belly,ouk,ouk,ou k,,Kim2011,,,,
KhaliBeltolipara-123-belly-1,,KhaliBeltolipara,123-belly,ok,ok,o k,,Kim2011,,,,
UsoiRobertpara-123-belly-1,,UsoiRobertpara,123-belly,bʰɔhɔu,bʰɔhɔu,bʰ ɔ h ɔu,,Kim2011,,,,
UsoiBethanipara-123-belly-1,,UsoiBethanipara,123-belly,bʰɔhɔu,bʰɔhɔu,bʰ ɔ h ɔu,,Kim2011,,,,
UsoiKatchaptali-123-belly-1,,UsoiKatchaptali,123-belly,bʰɔhɔu,bʰɔhɔu,bʰ ɔ h ɔu,,Kim2011,,,,
AnokLaiphuKarbaripara-123-belly-1,,AnokLaiphuKarbaripara,123-belly,ouk,ouk,ou k,,Kim2011,,,,
KewaKrishnaDayalpara-123-belly-1,,KewaKrishnaDayalpara,123-belly,bouk,bouk,b ou k,,Kim2011,,,,
PhatungJarichandrapara-123-belly-1,,PhatungJarichandrapara,123-belly,ouk,ouk,ou k,,Kim2011,,,,
DebbarmaDoluchara-123-belly-1,,DebbarmaDoluchara,123-belly,bohok,bohok,b o h o k,,Kim2011,,,,
DebbarmaSatchari-123-belly-1,,DebbarmaSatchari,123-belly,bohok,bohok,b o h o k,,Kim2011,,,,
DebbarmaKhumuling-123-belly-1,,DebbarmaKhumuling,123-belly,bohok,bohok,b o h o k,,Kim2011,,,,
MukchakBarbakpur-123-belly-1,,MukchakBarbakpur,123-belly,bɔhɔk,bɔhɔk,b ɔ h ɔ k,,Kim2011,,,,
RiangOldlankar-123-belly-1,,RiangOldlankar,123-belly,bɔhɔuk,bɔhɔuk,b ɔ h ɔu k,,Kim2011,,,,
AbengGajni-123-belly-1,,AbengGajni,123-belly,bɨkma,bɨkma,b ɨ k m a,,Kim2011,,,,
ChibokNagarSontosh-123-belly-1,,ChibokNagarSontosh,123-belly,bukma,bukma,b u k m a,,Kim2011,,,,
AtongNalchapra-123-belly-1,,AtongNalchapra,123-belly,pipuk,pipuk,p i p u k,,Kim2011,,,,
Bangla-124-heartorgan-1,,Bangla,124-heartorgan,hɾidɔi,hɾidɔi,h ɾ i d ɔi,,Kim2011,,,,
AbengGajni-124-heartorgan-1,,AbengGajni,124-heartorgan,ʤaŋgi,ʤaŋgi,ʤ a ŋ g i,,Kim2011,,,,
ChibokNagarSontosh-124-heartorgan-1,,ChibokNagarSontosh,124-heartorgan,ʤaŋgi,ʤaŋgi,ʤ a ŋ g i,,Kim2011,,,,
AtongNalchapra-124-heartorgan-1,,AtongNalchapra,124-heartorgan,ʤaŋgi,ʤaŋgi,ʤ a ŋ g i,,Kim2011,,,,
Bangla-125-back-1,,Bangla,125-back,piʈʰ,piʈʰ,p i ʈʰ,,Kim2011,,,,
UsoiBoroPharangsia-125-back-1,,UsoiBoroPharangsia,125-back,pʰɛku,pʰɛku,pʰ ɛ k u,,Kim2011,,,,
UsoiChotoMadhuk-125-back-1,,UsoiChotoMadhuk,125-back,pʰikuŋ,pʰikuŋ,pʰ i k u ŋ,,Kim2011,,,,
