ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
UsoiChotoMadhuk-31-evening-1,,UsoiChotoMadhuk,31-evening,ʂaɾɔi,ʂaɾɔi,ʂ a ɾ ɔi,,Kim2011,,,,
GabingDolchariSapmara-31-evening-1,,GabingDolchariSapmara,31-evening,ʂaɾijə,ʂaɾijə,ʂ a ɾ i j ə,,Kim2011,,,,
GabingDolchariSapmara-31-evening-2,,GabingDolchariSapmara,31-evening,ʂinda,ʂinda,ʂ i n d a,,Kim2011,,,,
NaitongLombapara-31-evening-1,,NaitongLombapara,31-evening,ʂaɾijo,ʂaɾijo,ʂ a ɾ i j o,,Kim2011,,,,
KemaPakkhipara-31-evening-1,,KemaPakkhipara,31-evening,ʂaɾi,ʂaɾi,ʂ a ɾ i,,Kim2011,,,,
TongpaiTongpaipara-31-evening-1,,TongpaiTongpaipara,31-evening,ʂinda,ʂinda,ʂ i n d a,,Kim2011,,,,
AshongMildhanpara-31-evening-1,,AshongMildhanpara,31-evening,ʂinda,ʂinda,ʂ i n d a,,Kim2011,,,,
DendakNoimailGutchagram-31-evening-1,,DendakNoimailGutchagram,31-evening,ʂinda,ʂinda,ʂ i n d a,,Kim2011,,,,
KhaliBeltolipara-31-evening-1,,KhaliBeltolipara,31-evening,ʂaɾi,ʂaɾi,ʂ a ɾ i,,Kim2011,,,,
UsoiRobertpara-31-evening-1,,UsoiRobertpara,31-evening,ʂaɾɔi,ʂaɾɔi,ʂ a ɾ ɔi,,Kim2011,,,,
UsoiBethanipara-31-evening-1,,UsoiBethanipara,31-evening,ʂaɾɔi,ʂaɾɔi,ʂ a ɾ ɔi,,Kim2011,,,,
UsoiKatchaptali-31-evening-1,,UsoiKatchaptali,31-evening,ʂaɾɔi,ʂaɾɔi,ʂ a ɾ ɔi,,Kim2011,,,,
AnokLaiphuKarbaripara-31-evening-1,,AnokLaiphuKarbaripara,31-evening,ʂaɾijo,ʂaɾijo,ʂ a ɾ i j o,,Kim2011,,,,
KewaKrishnaDayalpara-31-evening-1,,KewaKrishnaDayalpara,31-evening,ʂinda,ʂinda,ʂ i n d a,,Kim2011,,,,
PhatungJarichandrapara-31-evening-1,,PhatungJarichandrapara,31-evening,ʂoinda,ʂoinda,ʂ oi n d a,,Kim2011,,,,
DebbarmaDoluchara-31-evening-1,,DebbarmaDoluchara,31-evening,ʂanʤa,ʂanʤa,ʂ a n ʤ a,,Kim2011,,,,
DebbarmaSatchari-31-evening-1,,DebbarmaSatchari,31-evening,ʂairi,ʂairi,ʂ ai r i,,Kim2011,,,,
DebbarmaKhumuling-31-evening-1,,DebbarmaKhumuling,31-evening,ʂairi,ʂairi,ʂ ai r i,,Kim2011,,,,
MukchakBarbakpur-31-evening-1,,MukchakBarbakpur,31-evening,ʃanʤa,ʃanʤa,ʃ a n ʤ a,,Kim2011,,,,
RiangOldlankar-31-evening-1,,RiangOldlankar,31-evening,ʂaɾɔi,ʂaɾɔi,ʂ a ɾ ɔi,,Kim2011,,,,
AbengGajni-31-evening-1,,AbengGajni,31-evening,hantʰam,hantʰam,h a n tʰ a m,,Kim2011,,,,
ChibokNagarSontosh-31-evening-1,,ChibokNagarSontosh,31-evening,hantʰam,hantʰam,h a n tʰ a m,,Kim2011,,,,
AtongNalchapra-31-evening-1,,AtongNalchapra,31-evening,gasam,gasam,g a s a m,,Kim2011,,,,
Bangla-32-night-1,,Bangla,32-night,ɾat,ɾat,ɾ a t,,Kim2011,,,,
UsoiBoroPharangsia-32-night-1,,UsoiBoroPharangsia,32-night,ho,ho,h o,,Kim2011,,,,
UsoiChotoMadhuk-32-night-1,,UsoiChotoMadhuk,32-night,ho,ho,h o,,Kim2011,,,,
GabingDolchariSapmara-32-night-1,,GabingDolchariSapmara,32-night,hɔɾɔ,hɔɾɔ,h ɔ ɾ ɔ,,Kim2011,,,,
NaitongLombapara-32-night-1,,NaitongLombapara,32-night,hɔr,hɔr,h ɔ r,,Kim2011,,,,
KemaPakkhipara-32-night-1,,KemaPakkhipara,32-night,hɔr,hɔr,h ɔ r,,Kim2011,,,,
TongpaiTongpaipara-32-night-1,,TongpaiTongpaipara,32-night,hɔɾɔ,hɔɾɔ,h ɔ ɾ ɔ,,Kim2011,,,,
AshongMildhanpara-32-night-1,,AshongMildhanpara,32-night,ho,ho,h o,,Kim2011,,,,
DendakNoimailGutchagram-32-night-1,,DendakNoimailGutchagram,32-night,hɔɾɔ,hɔɾɔ,h ɔ ɾ ɔ,,Kim2011,,,,
KhaliBeltolipara-32-night-1,,KhaliBeltolipara,32-night,hɔr,hɔr,h ɔ r,,Kim2011,,,,
UsoiRobertpara-32-night-1,,UsoiRobertpara,32-night,ho,ho,h o,,Kim2011,,,,
UsoiBethanipara-32-night-1,,UsoiBethanipara,32-night,ho,ho,h o,,Kim2011,,,,
UsoiKatchaptali-32-night-1,,UsoiKatchaptali,32-night,ho,ho,h o,,Kim2011,,,,
AnokLaiphuKarbaripara-32-night-1,,AnokLaiphuKarbaripara,32-night,hɔr,hɔr,h ɔ r,,Kim2011,,,,
KewaKrishnaDayalpara-32-night-1,,KewaKrishnaDayalpara,32-night,hɔɾɔ,hɔɾɔ,h ɔ ɾ ɔ,,Kim2011,,,,
PhatungJarichandrapara-32-night-1,,PhatungJarichandrapara,32-night,hɔr,hɔr,h ɔ r,,Kim2011,,,,
DebbarmaDoluchara-32-night-1,,DebbarmaDoluchara,32-night,hɔr,hɔr,h ɔ r,,Kim2011,,,,
DebbarmaSatchari-32-night-1,,DebbarmaSatchari,32-night,hɔr,hɔr,h ɔ r,,Kim2011,,,,
DebbarmaKhumuling-32-night-1,,DebbarmaKhumuling,32-night,hɔr,hɔr,h ɔ r,,Kim2011,,,,
MukchakBarbakpur-32-night-1,,MukchakBarbakpur,32-night,hɔr,hɔr,h ɔ r,,Kim2011,,,,
RiangOldlankar-32-night-1,,RiangOldlankar,32-night,hɔr,hɔr,h ɔ r,,Kim2011,,,,
AbengGajni-32-night-1,,AbengGajni,32-night,wal,wal,w a l,,Kim2011,,,,
ChibokNagarSontosh-32-night-1,,ChibokNagarSontosh,32-night,wal,wal,w a l,,Kim2011,,,,
AtongNalchapra-32-night-1,,AtongNalchapra,32-night,wal,wal,w a l,,Kim2011,,,,
Bangla-33-paddyrice-1,,Bangla,33-paddyrice,dʰan,dʰan,dʰ a n,,Kim2011,,,,
UsoiBoroPharangsia-33-paddyrice-1,,UsoiBoroPharangsia,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
UsoiChotoMadhuk-33-paddyrice-1,,UsoiChotoMadhuk,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
GabingDolchariSapmara-33-paddyrice-1,,GabingDolchariSapmara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
NaitongLombapara-33-paddyrice-1,,NaitongLombapara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
KemaPakkhipara-33-paddyrice-1,,KemaPakkhipara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
TongpaiTongpaipara-33-paddyrice-1,,TongpaiTongpaipara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
AshongMildhanpara-33-paddyrice-1,,AshongMildhanpara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
DendakNoimailGutchagram-33-paddyrice-1,,DendakNoimailGutchagram,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
KhaliBeltolipara-33-paddyrice-1,,KhaliBeltolipara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
UsoiRobertpara-33-paddyrice-1,,UsoiRobertpara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
UsoiBethanipara-33-paddyrice-1,,UsoiBethanipara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
UsoiKatchaptali-33-paddyrice-1,,UsoiKatchaptali,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
AnokLaiphuKarbaripara-33-paddyrice-1,,AnokLaiphuKarbaripara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
KewaKrishnaDayalpara-33-paddyrice-1,,KewaKrishnaDayalpara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
PhatungJarichandrapara-33-paddyrice-1,,PhatungJarichandrapara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
DebbarmaDoluchara-33-paddyrice-1,,DebbarmaDoluchara,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
DebbarmaSatchari-33-paddyrice-1,,DebbarmaSatchari,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
DebbarmaKhumuling-33-paddyrice-1,,DebbarmaKhumuling,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
MukchakBarbakpur-33-paddyrice-1,,MukchakBarbakpur,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
RiangOldlankar-33-paddyrice-1,,RiangOldlankar,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
AbengGajni-33-paddyrice-1,,AbengGajni,33-paddyrice,mi,mi,m i,,Kim2011,,,,
ChibokNagarSontosh-33-paddyrice-1,,ChibokNagarSontosh,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
AtongNalchapra-33-paddyrice-1,,AtongNalchapra,33-paddyrice,mai,mai,m ai,,Kim2011,,,,
Bangla-34-uncookedrice-1,,Bangla,34-uncookedrice,ʧal,ʧal,ʧ a l,,Kim2011,,,,
UsoiBoroPharangsia-34-uncookedrice-1,,UsoiBoroPharangsia,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
UsoiChotoMadhuk-34-uncookedrice-1,,UsoiChotoMadhuk,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
GabingDolchariSapmara-34-uncookedrice-1,,GabingDolchariSapmara,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
NaitongLombapara-34-uncookedrice-1,,NaitongLombapara,34-uncookedrice,maiɾuŋ,maiɾuŋ,m ai ɾ u ŋ,,Kim2011,,,,
KemaPakkhipara-34-uncookedrice-1,,KemaPakkhipara,34-uncookedrice,maiɾuŋ,maiɾuŋ,m ai ɾ u ŋ,,Kim2011,,,,
TongpaiTongpaipara-34-uncookedrice-1,,TongpaiTongpaipara,34-uncookedrice,maiɾuŋ,maiɾuŋ,m ai ɾ u ŋ,,Kim2011,,,,
AshongMildhanpara-34-uncookedrice-1,,AshongMildhanpara,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
DendakNoimailGutchagram-34-uncookedrice-1,,DendakNoimailGutchagram,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
KhaliBeltolipara-34-uncookedrice-1,,KhaliBeltolipara,34-uncookedrice,mairuŋ,mairuŋ,m ai r u ŋ,,Kim2011,,,,
UsoiRobertpara-34-uncookedrice-1,,UsoiRobertpara,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
UsoiBethanipara-34-uncookedrice-1,,UsoiBethanipara,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
UsoiKatchaptali-34-uncookedrice-1,,UsoiKatchaptali,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
AnokLaiphuKarbaripara-34-uncookedrice-1,,AnokLaiphuKarbaripara,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
KewaKrishnaDayalpara-34-uncookedrice-1,,KewaKrishnaDayalpara,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
PhatungJarichandrapara-34-uncookedrice-1,,PhatungJarichandrapara,34-uncookedrice,maiɾɔŋ,maiɾɔŋ,m ai ɾ ɔ ŋ,,Kim2011,,,,
DebbarmaDoluchara-34-uncookedrice-1,,DebbarmaDoluchara,34-uncookedrice,maiɾuŋ,maiɾuŋ,m ai ɾ u ŋ,,Kim2011,,,,
DebbarmaSatchari-34-uncookedrice-1,,DebbarmaSatchari,34-uncookedrice,maiɾuŋ,maiɾuŋ,m ai ɾ u ŋ,,Kim2011,,,,
DebbarmaKhumuling-34-uncookedrice-1,,DebbarmaKhumuling,34-uncookedrice,maiɾuŋ,maiɾuŋ,m ai ɾ u ŋ,,Kim2011,,,,
MukchakBarbakpur-34-uncookedrice-1,,MukchakBarbakpur,34-uncookedrice,mairuŋ,mairuŋ,m ai r u ŋ,,Kim2011,,,,
RiangOldlankar-34-uncookedrice-1,,RiangOldlankar,34-uncookedrice,mairɔŋ,mairɔŋ,m ai r ɔ ŋ,,Kim2011,,,,
AbengGajni-34-uncookedrice-1,,AbengGajni,34-uncookedrice,miɾoŋ,miɾoŋ,m i ɾ o ŋ,,Kim2011,,,,
ChibokNagarSontosh-34-uncookedrice-1,,ChibokNagarSontosh,34-uncookedrice,maiɾuŋ,maiɾuŋ,m ai ɾ u ŋ,,Kim2011,,,,
AtongNalchapra-34-uncookedrice-1,,AtongNalchapra,34-uncookedrice,maiɾoŋ,maiɾoŋ,m ai ɾ o ŋ,,Kim2011,,,,
Bangla-35-cookedrice-1,,Bangla,35-cookedrice,bʰat,bʰat,bʰ a t,,Kim2011,,,,
UsoiBoroPharangsia-35-cookedrice-1,,UsoiBoroPharangsia,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
UsoiChotoMadhuk-35-cookedrice-1,,UsoiChotoMadhuk,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
GabingDolchariSapmara-35-cookedrice-1,,GabingDolchariSapmara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
NaitongLombapara-35-cookedrice-1,,NaitongLombapara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
KemaPakkhipara-35-cookedrice-1,,KemaPakkhipara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
TongpaiTongpaipara-35-cookedrice-1,,TongpaiTongpaipara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
AshongMildhanpara-35-cookedrice-1,,AshongMildhanpara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
DendakNoimailGutchagram-35-cookedrice-1,,DendakNoimailGutchagram,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
KhaliBeltolipara-35-cookedrice-1,,KhaliBeltolipara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
UsoiRobertpara-35-cookedrice-1,,UsoiRobertpara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
UsoiBethanipara-35-cookedrice-1,,UsoiBethanipara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
UsoiKatchaptali-35-cookedrice-1,,UsoiKatchaptali,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
AnokLaiphuKarbaripara-35-cookedrice-1,,AnokLaiphuKarbaripara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
KewaKrishnaDayalpara-35-cookedrice-1,,KewaKrishnaDayalpara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
PhatungJarichandrapara-35-cookedrice-1,,PhatungJarichandrapara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
DebbarmaDoluchara-35-cookedrice-1,,DebbarmaDoluchara,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
DebbarmaSatchari-35-cookedrice-1,,DebbarmaSatchari,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
DebbarmaKhumuling-35-cookedrice-1,,DebbarmaKhumuling,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
MukchakBarbakpur-35-cookedrice-1,,MukchakBarbakpur,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
RiangOldlankar-35-cookedrice-1,,RiangOldlankar,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
AbengGajni-35-cookedrice-1,,AbengGajni,35-cookedrice,mi,mi,m i,,Kim2011,,,,
ChibokNagarSontosh-35-cookedrice-1,,ChibokNagarSontosh,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
AtongNalchapra-35-cookedrice-1,,AtongNalchapra,35-cookedrice,mai,mai,m ai,,Kim2011,,,,
Bangla-36-wheat-1,,Bangla,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
UsoiBoroPharangsia-36-wheat-1,,UsoiBoroPharangsia,36-wheat,gɔ,gɔ,g ɔ,,Kim2011,,,,
UsoiChotoMadhuk-36-wheat-1,,UsoiChotoMadhuk,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
GabingDolchariSapmara-36-wheat-1,,GabingDolchariSapmara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
NaitongLombapara-36-wheat-1,,NaitongLombapara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
KemaPakkhipara-36-wheat-1,,KemaPakkhipara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
TongpaiTongpaipara-36-wheat-1,,TongpaiTongpaipara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
AshongMildhanpara-36-wheat-1,,AshongMildhanpara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
DendakNoimailGutchagram-36-wheat-1,,DendakNoimailGutchagram,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
KhaliBeltolipara-36-wheat-1,,KhaliBeltolipara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
UsoiRobertpara-36-wheat-1,,UsoiRobertpara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
UsoiBethanipara-36-wheat-1,,UsoiBethanipara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
UsoiKatchaptali-36-wheat-1,,UsoiKatchaptali,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
AnokLaiphuKarbaripara-36-wheat-1,,AnokLaiphuKarbaripara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
KewaKrishnaDayalpara-36-wheat-1,,KewaKrishnaDayalpara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
PhatungJarichandrapara-36-wheat-1,,PhatungJarichandrapara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
DebbarmaDoluchara-36-wheat-1,,DebbarmaDoluchara,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
DebbarmaSatchari-36-wheat-1,,DebbarmaSatchari,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
DebbarmaKhumuling-36-wheat-1,,DebbarmaKhumuling,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
MukchakBarbakpur-36-wheat-1,,MukchakBarbakpur,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
RiangOldlankar-36-wheat-1,,RiangOldlankar,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
AbengGajni-36-wheat-1,,AbengGajni,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
ChibokNagarSontosh-36-wheat-1,,ChibokNagarSontosh,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
AtongNalchapra-36-wheat-1,,AtongNalchapra,36-wheat,gɔm,gɔm,g ɔ m,,Kim2011,,,,
Bangla-37-corn-1,,Bangla,37-corn,bʰuʈːa,bʰuʈːa,bʰ u ʈː a,,Kim2011,,,,
UsoiBoroPharangsia-37-corn-1,,UsoiBoroPharangsia,37-corn,maikʰunda,maikʰunda,m ai kʰ u n d a,,Kim2011,,,,
UsoiChotoMadhuk-37-corn-1,,UsoiChotoMadhuk,37-corn,maikunda,maikunda,m ai k u n d a,,Kim2011,,,,
GabingDolchariSapmara-37-corn-1,,GabingDolchariSapmara,37-corn,moka,moka,m o k a,,Kim2011,,,,
NaitongLombapara-37-corn-1,,NaitongLombapara,37-corn,mokam,mokam,m o k a m,,Kim2011,,,,
KemaPakkhipara-37-corn-1,,KemaPakkhipara,37-corn,moka,moka,m o k a,,Kim2011,,,,
TongpaiTongpaipara-37-corn-1,,TongpaiTongpaipara,37-corn,moka,moka,m o k a,,Kim2011,,,,
AshongMildhanpara-37-corn-1,,AshongMildhanpara,37-corn,moka,moka,m o k a,,Kim2011,,,,
DendakNoimailGutchagram-37-corn-1,,DendakNoimailGutchagram,37-corn,moka,moka,m o k a,,Kim2011,,,,
KhaliBeltolipara-37-corn-1,,KhaliBeltolipara,37-corn,moka,moka,m o k a,,Kim2011,,,,
UsoiRobertpara-37-corn-1,,UsoiRobertpara,37-corn,maikʰunda,maikʰunda,m ai kʰ u n d a,,Kim2011,,,,
UsoiBethanipara-37-corn-1,,UsoiBethanipara,37-corn,maikunda,maikunda,m ai k u n d a,,Kim2011,,,,
UsoiKatchaptali-37-corn-1,,UsoiKatchaptali,37-corn,maikunda,maikunda,m ai k u n d a,,Kim2011,,,,
AnokLaiphuKarbaripara-37-corn-1,,AnokLaiphuKarbaripara,37-corn,moka,moka,m o k a,,Kim2011,,,,
KewaKrishnaDayalpara-37-corn-1,,KewaKrishnaDayalpara,37-corn,moka,moka,m o k a,,Kim2011,,,,
PhatungJarichandrapara-37-corn-1,,PhatungJarichandrapara,37-corn,moka,moka,m o k a,,Kim2011,,,,
DebbarmaDoluchara-37-corn-1,,DebbarmaDoluchara,37-corn,mogodam,mogodam,m o g o d a m,,Kim2011,,,,
DebbarmaSatchari-37-corn-1,,DebbarmaSatchari,37-corn,mogodam,mogodam,m o g o d a m,,Kim2011,,,,
DebbarmaKhumuling-37-corn-1,,DebbarmaKhumuling,37-corn,mogodam,mogodam,m o g o d a m,,Kim2011,,,,
MukchakBarbakpur-37-corn-1,,MukchakBarbakpur,37-corn,moka,moka,m o k a,,Kim2011,,,,
RiangOldlankar-37-corn-1,,RiangOldlankar,37-corn,mokonda,mokonda,m o k o n d a,,Kim2011,,,,
AbengGajni-37-corn-1,,AbengGajni,37-corn,mikʰop,mikʰop,m i kʰ o p,,Kim2011,,,,
ChibokNagarSontosh-37-corn-1,,ChibokNagarSontosh,37-corn,maikʰop,maikʰop,m ai kʰ o p,,Kim2011,,,,
AtongNalchapra-37-corn-1,,AtongNalchapra,37-corn,aboŋ,aboŋ,a b o ŋ,,Kim2011,,,,
Bangla-38-potato-1,,Bangla,38-potato,alu,alu,a l u,,Kim2011,,,,
UsoiBoroPharangsia-38-potato-1,,UsoiBoroPharangsia,38-potato,tʰablaiti,tʰablaiti,tʰ a b l ai t i,,Kim2011,,,,
UsoiChotoMadhuk-38-potato-1,,UsoiChotoMadhuk,38-potato,bɔilatitʰa,bɔilatitʰa,b ɔi l a t i tʰ a,,Kim2011,,,,
GabingDolchariSapmara-38-potato-1,,GabingDolchariSapmara,38-potato,alu,alu,a l u,,Kim2011,,,,
NaitongLombapara-38-potato-1,,NaitongLombapara,38-potato,alu,alu,a l u,,Kim2011,,,,
KemaPakkhipara-38-potato-1,,KemaPakkhipara,38-potato,alu,alu,a l u,,Kim2011,,,,
TongpaiTongpaipara-38-potato-1,,TongpaiTongpaipara,38-potato,alu,alu,a l u,,Kim2011,,,,
AshongMildhanpara-38-potato-1,,AshongMildhanpara,38-potato,alu,alu,a l u,,Kim2011,,,,
DendakNoimailGutchagram-38-potato-1,,DendakNoimailGutchagram,38-potato,alu,alu,a l u,,Kim2011,,,,
KhaliBeltolipara-38-potato-1,,KhaliBeltolipara,38-potato,alu,alu,a l u,,Kim2011,,,,
UsoiRobertpara-38-potato-1,,UsoiRobertpara,38-potato,builatitʰa,builatitʰa,b ui l a t i tʰ a,,Kim2011,,,,
UsoiBethanipara-38-potato-1,,UsoiBethanipara,38-potato,builatitʰa,builatitʰa,b ui l a t i tʰ a,,Kim2011,,,,
UsoiKatchaptali-38-potato-1,,UsoiKatchaptali,38-potato,builatitʰa,builatitʰa,b ui l a t i tʰ a,,Kim2011,,,,
AnokLaiphuKarbaripara-38-potato-1,,AnokLaiphuKarbaripara,38-potato,alu,alu,a l u,,Kim2011,,,,
KewaKrishnaDayalpara-38-potato-1,,KewaKrishnaDayalpara,38-potato,alu,alu,a l u,,Kim2011,,,,
PhatungJarichandrapara-38-potato-1,,PhatungJarichandrapara,38-potato,alu,alu,a l u,,Kim2011,,,,
DebbarmaDoluchara-38-potato-1,,DebbarmaDoluchara,38-potato,alu,alu,a l u,,Kim2011,,,,
DebbarmaSatchari-38-potato-1,,DebbarmaSatchari,38-potato,alu,alu,a l u,,Kim2011,,,,
DebbarmaKhumuling-38-potato-1,,DebbarmaKhumuling,38-potato,alu,alu,a l u,,Kim2011,,,,
MukchakBarbakpur-38-potato-1,,MukchakBarbakpur,38-potato,alu,alu,a l u,,Kim2011,,,,
RiangOldlankar-38-potato-1,,RiangOldlankar,38-potato,alu,alu,a l u,,Kim2011,,,,
AbengGajni-38-potato-1,,AbengGajni,38-potato,alu,alu,a l u,,Kim2011,,,,
ChibokNagarSontosh-38-potato-1,,ChibokNagarSontosh,38-potato,alu,alu,a l u,,Kim2011,,,,
AtongNalchapra-38-potato-1,,AtongNalchapra,38-potato,alubʰuta,alubʰuta,a l u bʰ u t a,,Kim2011,,,,
Bangla-39-cauliflower-1,,Bangla,39-cauliflower,ɸulkopi,ɸulkopi,ɸ u l k o p i,,Kim2011,,,,
UsoiBoroPharangsia-39-cauliflower-1,,UsoiBoroPharangsia,39-cauliflower,pʰulkɔpi,pʰulkɔpi,pʰ u l k ɔ p i,,Kim2011,,,,
UsoiChotoMadhuk-39-cauliflower-1,,UsoiChotoMadhuk,39-cauliflower,kɔpiɨmba,kɔpiɨmba,k ɔ p iɨ m b a,,Kim2011,,,,
GabingDolchariSapmara-39-cauliflower-1,,GabingDolchariSapmara,39-cauliflower,pʰulkɔpi,pʰulkɔpi,pʰ u l k ɔ p i,,Kim2011,,,,
NaitongLombapara-39-cauliflower-1,,NaitongLombapara,39-cauliflower,pʰulkɔpi,pʰulkɔpi,pʰ u l k ɔ p i,,Kim2011,,,,
KemaPakkhipara-39-cauliflower-1,,KemaPakkhipara,39-cauliflower,pʰulkɔpi,pʰulkɔpi,pʰ u l k ɔ p i,,Kim2011,,,,
TongpaiTongpaipara-39-cauliflower-1,,TongpaiTongpaipara,39-cauliflower,pʰulkɔpi,pʰulkɔpi,pʰ u l k ɔ p i,,Kim2011,,,,
AshongMildhanpara-39-cauliflower-1,,AshongMildhanpara,39-cauliflower,pʰulkɔpi,pʰulkɔpi,pʰ u l k ɔ p i,,Kim2011,,,,
DendakNoimailGutchagram-39-cauliflower-1,,DendakNoimailGutchagram,39-cauliflower,kopiboba,kopiboba,k o p i b o b a,,Kim2011,,,,
KhaliBeltolipara-39-cauliflower-1,,KhaliBeltolipara,39-cauliflower,ɸulkopi,ɸulkopi,ɸ u l k o p i,,Kim2011,,,,
UsoiRobertpara-39-cauliflower-1,,UsoiRobertpara,39-cauliflower,pʰulkɔpi,pʰulkɔpi,pʰ u l k ɔ p i,,Kim2011,,,,
UsoiBethanipara-39-cauliflower-1,,UsoiBethanipara,39-cauliflower,kɔpiɨmba,kɔpiɨmba,k ɔ p iɨ m b a,,Kim2011,,,,
UsoiKatchaptali-39-cauliflower-1,,UsoiKatchaptali,39-cauliflower,pʰulkɔpi,pʰulkɔpi,pʰ u l k ɔ p i,,Kim2011,,,,
AnokLaiphuKarbaripara-39-cauliflower-1,,AnokLaiphuKarbaripara,39-cauliflower,pʰulkobi,pʰulkobi,pʰ u l k o b i,,Kim2011,,,,
KewaKrishnaDayalpara-39-cauliflower-1,,KewaKrishnaDayalpara,39-cauliflower,pʰulkɔpi,pʰulkɔpi,pʰ u l k ɔ p i,,Kim2011,,,,
