ID	CONCEPT_CODE	NAME	CONCEPTICON_ID	CONCEPTICON_NAME	SOURCE_CONCEPT	INDEX	PAGE	SOURCE_IPA	IPA	TOKENS	ALIGNMENT	DOCULECT	DOCULECT_SHORT	GLOTTOLOG	SOURCE	SOURCE_LANGID	CURATOR_COMMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS
5295	0001.:one	one	1493	ONE	one	223	132	ek	ek	e k	- e k	Bangla	Bangla	bang1341	kim2011tripura	0		7 1	XN	EK	5	5.E.V 5.K.c	1.5 0.8	0	3
5296	0001.:one	one	1493	ONE	one	223	132	(kɛ) ja	ja	j a	j a -	UsoiBoroPharangsia	UsoiBP	usui1238	kim2011tripura	a		6 7	AX	JA	21	21.J.C 21.A.V	2.0 1.5	0	4
5297	0001.:one	one	1493	ONE	one	223	132	(kai̯) ha	ha	h a	h a -	UsoiChotoMadhuk	UsoiCM	usui1238	kim2011tripura	b		3 7	AX	HA	22	22.H.C 22.A.V	2.0 1.5	1	2
5298	0001.:one	one	1493	ONE	one	223	132	(krɨŋ) ʂa	ʂa	ʂ a	ʂ a -	GabingDolchariSapmara	Gabing		kim2011tripura	c		3 7	AX	SA	11	11.S.C 11.A.V	2.0 1.5	1	1
5299	0001.:one	one	1493	ONE	one	223	132	ʂa	ʂa	ʂ a	ʂ a -	NaitongLombapara	Naitong		kim2011tripura	d		3 7	AX	SA	16	16.S.C 16.A.V	2.0 1.5	1	1
5300	0001.:one	one	1493	ONE	one	223	132	ha	ha	h a	h a -	KemaPakkhipara	Kema		kim2011tripura	e		3 7	AX	HA	12	12.H.C 12.A.V	2.0 1.5	1	2
5301	0001.:one	one	1493	ONE	one	223	132	(kɛ) ja	ja	j a	j a -	TongpaiTongpaipara	Tongpai		kim2011tripura	f		6 7	AX	JA	19	19.J.C 19.A.V	2.0 1.5	0	4
5302	0001.:one	one	1493	ONE	one	223	132	(kɛ) ha	ha	h a	h a -	AshongMildhanpara	Ashong		kim2011tripura	g		3 7	AX	HA	3	3.H.C 3.A.V	2.0 1.5	1	1
5303	0001.:one	one	1493	ONE	one	223	132	ʂa	ʂa	ʂ a	ʂ a -	DendakNoimailGutchagram	Dendak		kim2011tripura	h		3 7	AX	SA	10	10.S.C 10.A.V	2.0 1.5	1	1
5304	0001.:one	one	1493	ONE	one	223	132	(kɛ) ja	ja	j a	j a -	UsoiRobertpara	UsoiR	usui1238	kim2011tripura	j		6 7	AX	JA	24	24.J.C 24.A.V	2.0 1.5	0	4
5305	0001.:one	one	1493	ONE	one	223	132	(kai̯) ha	ha	h a	h a -	UsoiBethanipara	UsoiB	usui1238	kim2011tripura	k		3 7	AX	HA	20	20.H.C 20.A.V	2.0 1.5	1	2
5306	0001.:one	one	1493	ONE	one	223	132	(kai̯) ha	ha	h a	h a -	UsoiKatchaptali	UsoiK	usui1238	kim2011tripura	l		3 7	AX	HA	23	23.H.C 23.A.V	2.0 1.5	1	2
5307	0001.:one	one	1493	ONE	one	223	132	ʂa	ʂa	ʂ a	ʂ a -	AnokLaiphuKarbaripara	Anok		kim2011tripura	m		3 7	AX	SA	2	2.S.C 2.A.V	2.0 1.5	1	1
5308	0001.:one	one	1493	ONE	one	223	132	(krɨŋ) ʂa	ʂa	ʂ a	ʂ a -	KewaKrishnaDayalpara	Kewa		kim2011tripura	n		3 7	AX	SA	13	13.S.C 13.A.V	2.0 1.5	1	1
5309	0001.:one	one	1493	ONE	one	223	132	(ki) ja	ja	j a	j a -	PhatungJarichandrapara	Phatung		kim2011tripura	o		6 7	AX	JA	17	17.J.C 17.A.V	2.0 1.5	1	4
5310	0001.:one	one	1493	ONE	one	223	132	(kai̯) ʂa	ʂa	ʂ a	ʂ a -	DebbarmaDoluchara	DebbarmaD	debb1238	kim2011tripura	p		3 7	AX	SA	7	7.S.C 7.A.V	2.0 1.5	1	1
5311	0001.:one	one	1493	ONE	one	223	132	(kai̯) ʂa	ʂa	ʂ a	ʂ a -	DebbarmaSatchari	DebbarmaS	debb1238	kim2011tripura	q		3 7	AX	SA	9	9.S.C 9.A.V	2.0 1.5	0	1
5312	0001.:one	one	1493	ONE	one	223	132	(kai̯) ʂa	ʂa	ʂ a	ʂ a -	DebbarmaKhumuling	DebbarmaK	debb1238	kim2011tripura	r		3 7	AX	SA	8	8.S.C 8.A.V	2.0 1.5	1	1
5313	0001.:one	one	1493	ONE	one	223	132	(kʰɔk) ʃa	ʃa	ʃ a	ʃ a -	MukchakBarbakpur	Mukchak		kim2011tripura	s		3 7	AX	SA	15	15.S.C 15.A.V	2.0 1.5	1	1
5314	0001.:one	one	1493	ONE	one	223	132	(kʰrɔk) ha	ha	h a	h a -	RiangOldlankar	RiangSIL	hala1254	kim2011tripura	t		3 7	AX	HA	18	18.H.C 18.A.V	2.0 1.5	1	2
5315	0001.:one	one	1493	ONE	one	223	132	ʃa	ʃa	ʃ a	ʃ a -	AbengGajni	Abeng	aben1248	kim2011tripura	u		3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	0	1
5316	0001.:one	one	1493	ONE	one	223	132	(goi̯) ʃa	ʃa	ʃ a	ʃ a -	ChibokNagarSontosh	Chibok		kim2011tripura	v		3 7	AX	SA	6	6.S.C 6.A.V	2.0 1.5	0	1
5317	0001.:one	one	1493	ONE	one	223	132	(go) ʃa	ʃa	ʃ a	ʃ a -	AtongNalchapra	AtongN	aton1241	kim2011tripura	w		3 7	AX	SA	4	4.S.C 4.A.V	2.0 1.5	0	1
5318	0002.:two	two	1498	TWO	two	224	132	dui	dui	d ui	d ui - - -	Bangla	Bangla	bang1341	kim2011tripura	0		1 7	AX	TY	5	5.T.C 5.Y.V	2.0 1.5	0	27
5319	0002.:two	two	1498	TWO	two	224	132	(kai̯) nɔi	nɔi	n ɔi	- - n ɔi -	UsoiBoroPharangsia	UsoiBP	usui1238	kim2011tripura	a		4 7	AX	NU	21	21.N.C 21.U.V	2.0 1.5	0	25
5320	0002.:two	two	1498	TWO	two	224	132	(kai̯) nɔi	nɔi	n ɔi	- - n ɔi -	UsoiChotoMadhuk	UsoiCM	usui1238	kim2011tripura	b		4 7	AX	NU	22	22.N.C 22.U.V	2.0 1.5	0	25
5321	0002.:two	two	1498	TWO	two	224	132	(krɨŋ) nui	nui	n ui	- - n ui -	GabingDolchariSapmara	Gabing		kim2011tripura	c		4 7	AX	NY	11	11.N.C 11.Y.V	2.0 1.5	0	25
5322	0002.:two	two	1498	TWO	two	224	132	nui	nui	n ui	- - n ui -	NaitongLombapara	Naitong		kim2011tripura	d		4 7	AX	NY	16	16.N.C 16.Y.V	2.0 1.5	0	25
5323	0002.:two	two	1498	TWO	two	224	132	nʊi	nʊi	n ʊi	- - n ʊi -	KemaPakkhipara	Kema		kim2011tripura	e		4 7	AX	NY	12	12.N.C 12.Y.V	2.0 1.5	0	25
5324	0002.:two	two	1498	TWO	two	224	132	nui	nui	n ui	- - n ui -	TongpaiTongpaipara	Tongpai		kim2011tripura	f		4 7	AX	NY	19	19.N.C 19.Y.V	2.0 1.5	0	25
5325	0002.:two	two	1498	TWO	two	224	132	nui	nui	n ui	- - n ui -	AshongMildhanpara	Ashong		kim2011tripura	g		4 7	AX	NY	3	3.N.C 3.Y.V	2.0 1.5	0	25
5326	0002.:two	two	1498	TWO	two	224	132	nui	nui	n ui	- - n ui -	DendakNoimailGutchagram	Dendak		kim2011tripura	h		4 7	AX	NY	10	10.N.C 10.Y.V	2.0 1.5	0	25
5327	0002.:two	two	1498	TWO	two	224	132	(kai̯) nɔi	nɔi	n ɔi	- - n ɔi -	UsoiRobertpara	UsoiR	usui1238	kim2011tripura	j		4 7	AX	NU	24	24.N.C 24.U.V	2.0 1.5	0	25
5328	0002.:two	two	1498	TWO	two	224	132	(kai̯) nɔi	nɔi	n ɔi	- - n ɔi -	UsoiBethanipara	UsoiB	usui1238	kim2011tripura	k		4 7	AX	NU	20	20.N.C 20.U.V	2.0 1.5	0	25
5329	0002.:two	two	1498	TWO	two	224	132	(kai̯) nɔi	nɔi	n ɔi	- - n ɔi -	UsoiKatchaptali	UsoiK	usui1238	kim2011tripura	l		4 7	AX	NU	23	23.N.C 23.U.V	2.0 1.5	0	25
5330	0002.:two	two	1498	TWO	two	224	132	nʊi	nʊi	n ʊi	- - n ʊi -	AnokLaiphuKarbaripara	Anok		kim2011tripura	m		4 7	AX	NY	2	2.N.C 2.Y.V	2.0 1.5	0	25
5331	0002.:two	two	1498	TWO	two	224	132	nui	nui	n ui	- - n ui -	KewaKrishnaDayalpara	Kewa		kim2011tripura	n		4 7	AX	NY	13	13.N.C 13.Y.V	2.0 1.5	0	25
5332	0002.:two	two	1498	TWO	two	224	132	(kɨ) nui	nui	n ui	- - n ui -	PhatungJarichandrapara	Phatung		kim2011tripura	o		4 7	AX	NY	17	17.N.C 17.Y.V	2.0 1.5	0	25
5333	0002.:two	two	1498	TWO	two	224	132	(kai̯) nui	nui	n ui	- - n ui -	DebbarmaDoluchara	DebbarmaD	debb1238	kim2011tripura	p		4 7	AX	NY	7	7.N.C 7.Y.V	2.0 1.5	0	25
5334	0002.:two	two	1498	TWO	two	224	132	(kai̯) nui	nui	n ui	- - n ui -	DebbarmaSatchari	DebbarmaS	debb1238	kim2011tripura	q		4 7	AX	NY	9	9.N.C 9.Y.V	2.0 1.5	0	25
5335	0002.:two	two	1498	TWO	two	224	132	nɨi	nɨi	n ɨi	- - n ɨi -	DebbarmaKhumuling	DebbarmaK	debb1238	kim2011tripura	r		4 7	AX	NI	8	8.N.C 8.I.V	2.0 1.5	0	25
5336	0002.:two	two	1498	TWO	two	224	132	(kʰɔk) nui	nui	n ui	- - n ui -	MukchakBarbakpur	Mukchak		kim2011tripura	s		4 7	AX	NY	15	15.N.C 15.Y.V	2.0 1.5	0	25
5337	0002.:two	two	1498	TWO	two	224	132	(kʰrɔk) nɔi	nɔi	n ɔi	- - n ɔi -	RiangOldlankar	RiangSIL	hala1254	kim2011tripura	t		4 7	AX	NU	18	18.N.C 18.U.V	2.0 1.5	0	25
5338	0002.:two	two	1498	TWO	two	224	132	gni	gni	g n i	g - n i -	AbengGajni	Abeng	aben1248	kim2011tripura	u		1 4 7	ACX	KNI	1	1.K.C 1.N.C 1.I.V	2.0 1.5 1.5	0	25
5339	0002.:two	two	1498	TWO	two	224	132	giniŋ	giniŋ	g i n i ŋ	g i n i ŋ	ChibokNagarSontosh	Chibok		kim2011tripura	v		1 7 4 7 4	AXBYN	KININ	6	6.K.C 6.I.V 6.N.C 6.I.V 6.N.c	2.0 1.5 1.75 1.3 0.8	0	26
5340	0002.:two	two	1498	TWO	two	224	132	goni	goni	g o n i	g o n i -	AtongNalchapra	AtongN	aton1241	kim2011tripura	w		1 7 4 7	AXBZ	KUNI	4	4.K.C 4.U.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	0	26
5341	0003.:three	three	492	THREE	three	225	133	tɪn	tɪn	t ɪ n	- - t ɪ n	Bangla	Bangla	bang1341	kim2011tripura	0		1 7 4	AXN	TIN	5	5.T.C 5.I.V 5.N.c	2.0 1.5 0.8	0	49
5342	0003.:three	three	492	THREE	three	225	133	(kai̯) tʰaŋ	tʰaŋ	tʰ a ŋ	- - tʰ a ŋ	UsoiBoroPharangsia	UsoiBP	usui1238	kim2011tripura	a		1 7 4	AXN	TAN	21	21.T.C 21.A.V 21.N.c	2.0 1.5 0.8	0	49
5343	0003.:three	three	492	THREE	three	225	133	(kai̯) tʰaŋ	tʰaŋ	tʰ a ŋ	- - tʰ a ŋ	UsoiChotoMadhuk	UsoiCM	usui1238	kim2011tripura	b		1 7 4	AXN	TAN	22	22.T.C 22.A.V 22.N.c	2.0 1.5 0.8	0	49
5344	0003.:three	three	492	THREE	three	225	133	(krɨŋ) tʰam	tʰam	tʰ a m	- - tʰ a m	GabingDolchariSapmara	Gabing		kim2011tripura	c		1 7 4	AXN	TAM	11	11.T.C 11.A.V 11.M.c	2.0 1.5 0.8	0	49
5345	0003.:three	three	492	THREE	three	225	133	tʰam	tʰam	tʰ a m	- - tʰ a m	NaitongLombapara	Naitong		kim2011tripura	d		1 7 4	AXN	TAM	16	16.T.C 16.A.V 16.M.c	2.0 1.5 0.8	0	49
5346	0003.:three	three	492	THREE	three	225	133	tam	tam	t a m	- - t a m	KemaPakkhipara	Kema		kim2011tripura	e		1 7 4	AXN	TAM	12	12.T.C 12.A.V 12.M.c	2.0 1.5 0.8	0	49
5347	0003.:three	three	492	THREE	three	225	133	tʰam	tʰam	tʰ a m	- - tʰ a m	TongpaiTongpaipara	Tongpai		kim2011tripura	f		1 7 4	AXN	TAM	19	19.T.C 19.A.V 19.M.c	2.0 1.5 0.8	0	49
5348	0003.:three	three	492	THREE	three	225	133	tʰaŋ	tʰaŋ	tʰ a ŋ	- - tʰ a ŋ	AshongMildhanpara	Ashong		kim2011tripura	g		1 7 4	AXN	TAN	3	3.T.C 3.A.V 3.N.c	2.0 1.5 0.8	1	49
5349	0003.:three	three	492	THREE	three	225	133	tʰã	tʰã	tʰ ã	- - tʰ ã -	DendakNoimailGutchagram	Dendak		kim2011tripura	h		1 7	AX	TA	10	10.T.C 10.A.V	2.0 1.5	0	49
5350	0003.:three	three	492	THREE	three	225	133	(kai̯) tʰã	tʰã	tʰ ã	- - tʰ ã -	UsoiRobertpara	UsoiR	usui1238	kim2011tripura	j		1 7	AX	TA	24	24.T.C 24.A.V	2.0 1.5	0	49
5351	0003.:three	three	492	THREE	three	225	133	(kai̯) tʰaŋ	tʰaŋ	tʰ a ŋ	- - tʰ a ŋ	UsoiBethanipara	UsoiB	usui1238	kim2011tripura	k		1 7 4	AXN	TAN	20	20.T.C 20.A.V 20.N.c	2.0 1.5 0.8	0	49
5352	0003.:three	three	492	THREE	three	225	133	(kai̯) tʰã	tʰã	tʰ ã	- - tʰ ã -	UsoiKatchaptali	UsoiK	usui1238	kim2011tripura	l		1 7	AX	TA	23	23.T.C 23.A.V	2.0 1.5	0	49
5353	0003.:three	three	492	THREE	three	225	133	tʰam	tʰam	tʰ a m	- - tʰ a m	AnokLaiphuKarbaripara	Anok		kim2011tripura	m		1 7 4	AXN	TAM	2	2.T.C 2.A.V 2.M.c	2.0 1.5 0.8	0	49
5354	0003.:three	three	492	THREE	three	225	133	ʈʰam	ʈʰam	ʈʰ a m	- - ʈʰ a m	KewaKrishnaDayalpara	Kewa		kim2011tripura	n		1 3 7 4	ACXN	THAM	13	13.T.C 13.H.C 13.A.V 13.M.c	2.0 1.5 1.5 0.8	0	49
5355	0003.:three	three	492	THREE	three	225	133	(kɨ) tʰam	tʰam	tʰ a m	- - tʰ a m	PhatungJarichandrapara	Phatung		kim2011tripura	o		1 7 4	AXN	TAM	17	17.T.C 17.A.V 17.M.c	2.0 1.5 0.8	0	49
5356	0003.:three	three	492	THREE	three	225	133	(kai̯) tʰam	tʰam	tʰ a m	- - tʰ a m	DebbarmaDoluchara	DebbarmaD	debb1238	kim2011tripura	p		1 7 4	AXN	TAM	7	7.T.C 7.A.V 7.M.c	2.0 1.5 0.8	0	49
5357	0003.:three	three	492	THREE	three	225	133	(kai̯) tʰam	tʰam	tʰ a m	- - tʰ a m	DebbarmaSatchari	DebbarmaS	debb1238	kim2011tripura	q		1 7 4	AXN	TAM	9	9.T.C 9.A.V 9.M.c	2.0 1.5 0.8	0	49
5358	0003.:three	three	492	THREE	three	225	133	tʰam	tʰam	tʰ a m	- - tʰ a m	DebbarmaKhumuling	DebbarmaK	debb1238	kim2011tripura	r		1 7 4	AXN	TAM	8	8.T.C 8.A.V 8.M.c	2.0 1.5 0.8	0	49
5359	0003.:three	three	492	THREE	three	225	133	(kʰɔk) tam	tam	t a m	- - t a m	MukchakBarbakpur	Mukchak		kim2011tripura	s		1 7 4	AXN	TAM	15	15.T.C 15.A.V 15.M.c	2.0 1.5 0.8	0	49
5360	0003.:three	three	492	THREE	three	225	133	(kʰrɔk) tʰam	tʰam	tʰ a m	- - tʰ a m	RiangOldlankar	RiangSIL	hala1254	kim2011tripura	t		1 7 4	AXN	TAM	18	18.T.C 18.A.V 18.M.c	2.0 1.5 0.8	0	49
5361	0003.:three	three	492	THREE	three	225	133	gɨtam	gɨtam	g ɨ t a m	g ɨ t a m	AbengGajni	Abeng	aben1248	kim2011tripura	u		1 7 1 7 4	AXBYN	KITAM	1	1.K.C 1.I.V 1.T.C 1.A.V 1.M.c	2.0 1.5 1.75 1.3 0.8	0	49
5362	0003.:three	three	492	THREE	three	225	133	gitʰam	gitʰam	g i tʰ a m	g i tʰ a m	ChibokNagarSontosh	Chibok		kim2011tripura	v		1 7 1 7 4	AXBYN	KITAM	6	6.K.C 6.I.V 6.T.C 6.A.V 6.M.c	2.0 1.5 1.75 1.3 0.8	0	49
5363	0003.:three	three	492	THREE	three	225	133	gotʰam	gotʰam	g o tʰ a m	g o tʰ a m	AtongNalchapra	AtongN	aton1241	kim2011tripura	w		1 7 1 7 4	AXBYN	KUTAM	4	4.K.C 4.U.V 4.T.C 4.A.V 4.M.c	2.0 1.5 1.75 1.3 0.8	0	49
5364	0004.:four	four	1500	FOUR	four	226	133	tʃar	ʧar	ʧ a r	ʧ a r -	Bangla	Bangla	bang1341	kim2011tripura	0		2 7 5	AXN	CAR	5	5.C.C 5.A.V 5.R.c	2.0 1.5 0.8	0	74
5365	0004.:four	four	1500	FOUR	four	226	133	(kai̯) brui	brui	b r ui	b - r ui	UsoiBoroPharangsia	UsoiBP	usui1238	kim2011tripura	a		1 5 7	ACX	PRY	21	21.P.C 21.R.C 21.Y.V	2.0 1.5 1.5	0	73
5366	0004.:four	four	1500	FOUR	four	226	133	(kai̯) brɔi̯	brɔi̯	b r ɔi̯	b - r ɔi̯	UsoiChotoMadhuk	UsoiCM	usui1238	kim2011tripura	b		1 5 7	ACX	PRU	22	22.P.C 22.R.C 22.U.V	2.0 1.5 1.5	0	73
5367	0004.:four	four	1500	FOUR	four	226	133	(krɨŋ) brɔi	brɔi	b r ɔi	b - r ɔi	GabingDolchariSapmara	Gabing		kim2011tripura	c		1 5 7	ACX	PRU	11	11.P.C 11.R.C 11.U.V	2.0 1.5 1.5	0	73
5368	0004.:four	four	1500	FOUR	four	226	133	burui	burui	b u r ui	b u r ui	NaitongLombapara	Naitong		kim2011tripura	d		1 7 5 7	AXBZ	PYRY	16	16.P.C 16.Y.V 16.R.C 16.Y.V	2.0 1.5 1.75 0.8	0	73
5369	0004.:four	four	1500	FOUR	four	226	133	burʊi	burʊi	b u r ʊi	b u r ʊi	KemaPakkhipara	Kema		kim2011tripura	e		1 7 5 7	AXBZ	PYRY	12	12.P.C 12.Y.V 12.R.C 12.Y.V	2.0 1.5 1.75 0.8	0	73
5370	0004.:four	four	1500	FOUR	four	226	133	brʊi	brʊi	b r ʊi	b - r ʊi	TongpaiTongpaipara	Tongpai		kim2011tripura	f		1 5 7	ACX	PRY	19	19.P.C 19.R.C 19.Y.V	2.0 1.5 1.5	0	73
5371	0004.:four	four	1500	FOUR	four	226	133	brʊi	brʊi	b r ʊi	b - r ʊi	AshongMildhanpara	Ashong		kim2011tripura	g		1 5 7	ACX	PRY	3	3.P.C 3.R.C 3.Y.V	2.0 1.5 1.5	0	73
5372	0004.:four	four	1500	FOUR	four	226	133	brʊi	brʊi	b r ʊi	b - r ʊi	DendakNoimailGutchagram	Dendak		kim2011tripura	h		1 5 7	ACX	PRY	10	10.P.C 10.R.C 10.Y.V	2.0 1.5 1.5	0	73
5373	0004.:four	four	1500	FOUR	four	226	133	(kai̯) brui	brui	b r ui	b - r ui	UsoiRobertpara	UsoiR	usui1238	kim2011tripura	j		1 5 7	ACX	PRY	24	24.P.C 24.R.C 24.Y.V	2.0 1.5 1.5	0	73
5374	0004.:four	four	1500	FOUR	four	226	133	(kai̯) brɔi̯	brɔi̯	b r ɔi̯	b - r ɔi̯	UsoiBethanipara	UsoiB	usui1238	kim2011tripura	k		1 5 7	ACX	PRU	20	20.P.C 20.R.C 20.U.V	2.0 1.5 1.5	0	73
5375	0004.:four	four	1500	FOUR	four	226	133	(kai̯) brɔi̯	brɔi̯	b r ɔi̯	b - r ɔi̯	UsoiKatchaptali	UsoiK	usui1238	kim2011tripura	l		1 5 7	ACX	PRU	23	23.P.C 23.R.C 23.U.V	2.0 1.5 1.5	0	73
5376	0004.:four	four	1500	FOUR	four	226	133	brʊi	brʊi	b r ʊi	b - r ʊi	AnokLaiphuKarbaripara	Anok		kim2011tripura	m		1 5 7	ACX	PRY	2	2.P.C 2.R.C 2.Y.V	2.0 1.5 1.5	0	73
5377	0004.:four	four	1500	FOUR	four	226	133	brʊi	brʊi	b r ʊi	b - r ʊi	KewaKrishnaDayalpara	Kewa		kim2011tripura	n		1 5 7	ACX	PRY	13	13.P.C 13.R.C 13.Y.V	2.0 1.5 1.5	0	73
5378	0004.:four	four	1500	FOUR	four	226	133	broi	broi	b r oi	b - r oi	PhatungJarichandrapara	Phatung		kim2011tripura	o		1 5 7	ACX	PRU	17	17.P.C 17.R.C 17.U.V	2.0 1.5 1.5	0	73
5379	0004.:four	four	1500	FOUR	four	226	133	(kai̯) boroi	boroi	b o r oi	b o r oi	DebbarmaDoluchara	DebbarmaD	debb1238	kim2011tripura	p		1 7 5 7	AXBZ	PURU	7	7.P.C 7.U.V 7.R.C 7.U.V	2.0 1.5 1.75 0.8	0	73
5380	0004.:four	four	1500	FOUR	four	226	133	(kai̯) brui	brui	b r ui	b - r ui	DebbarmaSatchari	DebbarmaS	debb1238	kim2011tripura	q		1 5 7	ACX	PRY	9	9.P.C 9.R.C 9.Y.V	2.0 1.5 1.5	0	73
5381	0004.:four	four	1500	FOUR	four	226	133	brʊi	brʊi	b r ʊi	b - r ʊi	DebbarmaKhumuling	DebbarmaK	debb1238	kim2011tripura	r		1 5 7	ACX	PRY	8	8.P.C 8.R.C 8.Y.V	2.0 1.5 1.5	0	73
5382	0004.:four	four	1500	FOUR	four	226	133	(kʰɔk) brui	brui	b r ui	b - r ui	MukchakBarbakpur	Mukchak		kim2011tripura	s		1 5 7	ACX	PRY	15	15.P.C 15.R.C 15.Y.V	2.0 1.5 1.5	0	73
5383	0004.:four	four	1500	FOUR	four	226	133	(kʰrɔk) brɔi	brɔi	b r ɔi	b - r ɔi	RiangOldlankar	RiangSIL	hala1254	kim2011tripura	t		1 5 7	ACX	PRU	18	18.P.C 18.R.C 18.U.V	2.0 1.5 1.5	1	73
5384	0004.:four	four	1500	FOUR	four	226	133	bɾi	bɾi	b ɾ i	b - ɾ i	AbengGajni	Abeng	aben1248	kim2011tripura	u		1 5 7	ACX	PRI	1	1.P.C 1.R.C 1.I.V	2.0 1.5 1.5	1	73
5385	0004.:four	four	1500	FOUR	four	226	133	biɾi	biɾi	b i ɾ i	b i ɾ i	ChibokNagarSontosh	Chibok		kim2011tripura	v		1 7 5 7	AXBZ	PIRI	6	6.P.C 6.I.V 6.R.C 6.I.V	2.0 1.5 1.75 0.8	0	73
5386	0004.:four	four	1500	FOUR	four	226	133	(go) bɾi	bɾi	b ɾ i	b - ɾ i	AtongNalchapra	AtongN	aton1241	kim2011tripura	w		1 5 7	ACX	PRI	4	4.P.C 4.R.C 4.I.V	2.0 1.5 1.5	0	73
5387	0005.:five	five	493	FIVE	five	227	133	patʃ	paʧ	p a ʧ	p a ʧ -	Bangla	Bangla	bang1341	kim2011tripura	0		1 7 2	AXN	PAC	5	5.P.C 5.A.V 5.C.c	2.0 1.5 0.8	0	99
5388	0005.:five	five	493	FIVE	five	227	133	(kai̯) ba	ba	b a	b a - -	UsoiBoroPharangsia	UsoiBP	usui1238	kim2011tripura	a		1 7	AX	PA	21	21.P.C 21.A.V	2.0 1.5	0	98
5389	0005.:five	five	493	FIVE	five	227	133	(kai̯) ba	ba	b a	b a - -	UsoiChotoMadhuk	UsoiCM	usui1238	kim2011tripura	b		1 7	AX	PA	22	22.P.C 22.A.V	2.0 1.5	0	98
5390	0005.:five	five	493	FIVE	five	227	133	(krɨŋ) ba	ba	b a	b a - -	GabingDolchariSapmara	Gabing		kim2011tripura	c		1 7	AX	PA	11	11.P.C 11.A.V	2.0 1.5	0	98
5391	0005.:five	five	493	FIVE	five	227	133	ba	ba	b a	b a - -	NaitongLombapara	Naitong		kim2011tripura	d		1 7	AX	PA	16	16.P.C 16.A.V	2.0 1.5	0	98
5392	0005.:five	five	493	FIVE	five	227	133	ba	ba	b a	b a - -	KemaPakkhipara	Kema		kim2011tripura	e		1 7	AX	PA	12	12.P.C 12.A.V	2.0 1.5	1	98
5393	0005.:five	five	493	FIVE	five	227	133	ba	ba	b a	b a - -	TongpaiTongpaipara	Tongpai		kim2011tripura	f		1 7	AX	PA	19	19.P.C 19.A.V	2.0 1.5	1	98
5394	0005.:five	five	493	FIVE	five	227	133	ba	ba	b a	b a - -	AshongMildhanpara	Ashong		kim2011tripura	g		1 7	AX	PA	3	3.P.C 3.A.V	2.0 1.5	1	98
5395	0005.:five	five	493	FIVE	five	227	133	(kai̯) ba	ba	b a	b a - -	DendakNoimailGutchagram	Dendak		kim2011tripura	h		1 7	AX	PA	10	10.P.C 10.A.V	2.0 1.5	0	98
5396	0005.:five	five	493	FIVE	five	227	133	(kai̯) ba	ba	b a	b a - -	UsoiRobertpara	UsoiR	usui1238	kim2011tripura	j		1 7	AX	PA	24	24.P.C 24.A.V	2.0 1.5	0	98
5397	0005.:five	five	493	FIVE	five	227	133	(kai̯) ba	ba	b a	b a - -	UsoiBethanipara	UsoiB	usui1238	kim2011tripura	k		1 7	AX	PA	20	20.P.C 20.A.V	2.0 1.5	0	98
5398	0005.:five	five	493	FIVE	five	227	133	(kai̯) ba	ba	b a	b a - -	UsoiKatchaptali	UsoiK	usui1238	kim2011tripura	l		1 7	AX	PA	23	23.P.C 23.A.V	2.0 1.5	0	98
5399	0005.:five	five	493	FIVE	five	227	133	ba	ba	b a	b a - -	AnokLaiphuKarbaripara	Anok		kim2011tripura	m		1 7	AX	PA	2	2.P.C 2.A.V	2.0 1.5	1	98
5400	0005.:five	five	493	FIVE	five	227	133	ba	ba	b a	b a - -	KewaKrishnaDayalpara	Kewa		kim2011tripura	n		1 7	AX	PA	13	13.P.C 13.A.V	2.0 1.5	0	98
5401	0005.:five	five	493	FIVE	five	227	133	ba	ba	b a	b a - -	PhatungJarichandrapara	Phatung		kim2011tripura	o		1 7	AX	PA	17	17.P.C 17.A.V	2.0 1.5	0	98
5402	0005.:five	five	493	FIVE	five	227	133	(kai̯) ba	ba	b a	b a - -	DebbarmaDoluchara	DebbarmaD	debb1238	kim2011tripura	p		1 7	AX	PA	7	7.P.C 7.A.V	2.0 1.5	1	98
5403	0005.:five	five	493	FIVE	five	227	133	(kai̯) ba	ba	b a	b a - -	DebbarmaSatchari	DebbarmaS	debb1238	kim2011tripura	q		1 7	AX	PA	9	9.P.C 9.A.V	2.0 1.5	1	98
5404	0005.:five	five	493	FIVE	five	227	133	ba	ba	b a	b a - -	DebbarmaKhumuling	DebbarmaK	debb1238	kim2011tripura	r		1 7	AX	PA	8	8.P.C 8.A.V	2.0 1.5	0	98
5405	0005.:five	five	493	FIVE	five	227	133	(kʰɔk) ba	ba	b a	b a - -	MukchakBarbakpur	Mukchak		kim2011tripura	s		1 7	AX	PA	15	15.P.C 15.A.V	2.0 1.5	0	98
5406	0005.:five	five	493	FIVE	five	227	133	(kʰrɔk) ba	ba	b a	b a - -	RiangOldlankar	RiangSIL	hala1254	kim2011tripura	t		1 7	AX	PA	18	18.P.C 18.A.V	2.0 1.5	0	98
