ID	CONCEPT_CODE	NAME	CONCEPTICON_ID	CONCEPTICON_NAME	SOURCE_CONCEPT	INDEX	PAGE	SOURCE_IPA	IPA	TOKENS	ALIGNMENT	DOCULECT	DOCULECT_SHORT	GLOTTOLOG	SOURCE	SOURCE_LANGID	CURATOR_COMMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGIDS
6741	colour.:white:to.be	to be white	1335	WHITE	white	285	147	kupʰu	kupʰu	k u pʰ u	k u pʰ u -	KewaKrishnaDayalpara	Kewa		kim2011tripura	n		1 7 1 7	AXBZ	KYPY	13	13.K.C 13.Y.V 13.P.C 13.Y.V	2.0 1.5 1.75 0.8	0	1810
6742	colour.:white:to.be	to be white	1335	WHITE	white	285	147	kupʰu	kupʰu	k u pʰ u	k u pʰ u -	PhatungJarichandrapara	Phatung		kim2011tripura	o		1 7 1 7	AXBZ	KYPY	17	17.K.C 17.Y.V 17.P.C 17.Y.V	2.0 1.5 1.75 0.8	0	1810
6743	colour.:white:to.be	to be white	1335	WHITE	white	285	147	kupʰur	kupʰur	k u pʰ u r	k u pʰ u r	DebbarmaDoluchara	DebbarmaD	debb1238	kim2011tripura	p		1 7 1 7 5	AXBYN	KYPYR	7	7.K.C 7.Y.V 7.P.C 7.Y.V 7.R.c	2.0 1.5 1.75 1.3 0.8	0	1810
6744	colour.:white:to.be	to be white	1335	WHITE	white	285	147	kupʰur	kupʰur	k u pʰ u r	k u pʰ u r	DebbarmaSatchari	DebbarmaS	debb1238	kim2011tripura	q		1 7 1 7 5	AXBYN	KYPYR	9	9.K.C 9.Y.V 9.P.C 9.Y.V 9.R.c	2.0 1.5 1.75 1.3 0.8	0	1810
6745	colour.:white:to.be	to be white	1335	WHITE	white	285	147	kupʰur	kupʰur	k u pʰ u r	k u pʰ u r	DebbarmaKhumuling	DebbarmaK	debb1238	kim2011tripura	r		1 7 1 7 5	AXBYN	KYPYR	8	8.K.C 8.Y.V 8.P.C 8.Y.V 8.R.c	2.0 1.5 1.75 1.3 0.8	0	1810
6746	colour.:white:to.be	to be white	1335	WHITE	white	285	147	kupʰur	kupʰur	k u pʰ u r	k u pʰ u r	MukchakBarbakpur	Mukchak		kim2011tripura	s		1 7 1 7 5	AXBYN	KYPYR	15	15.K.C 15.Y.V 15.P.C 15.Y.V 15.R.c	2.0 1.5 1.75 1.3 0.8	0	1810
6747	colour.:white:to.be	to be white	1335	WHITE	white	285	147	kɨpʰui	kɨpʰui	k ɨ pʰ ui	k ɨ pʰ ui -	RiangOldlankar	RiangSIL	hala1254	kim2011tripura	t		1 7 1 7	AXBZ	KIPY	18	18.K.C 18.I.V 18.P.C 18.Y.V	2.0 1.5 1.75 0.8	0	1810
6748	colour.:white:to.be	to be white	1335	WHITE	white	285	147	bokːa	bokːa	b o kː a	b o kː a -	AbengGajni	Abeng	aben1248	kim2011tripura	u		1 7 1 7	AXBZ	PUKA	1	1.P.C 1.U.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	0	1809
6749	colour.:white:to.be	to be white	1335	WHITE	white	285	147	gipːok̚	gipːok̚	g i pː o k̚	g i pː o k̚	AbengGajni	Abeng	aben1248	kim2011tripura	u		1 7 1 7 1	AXBYN	KIPUK	1	1.K.C 1.I.V 1.P.C 1.U.V 1.K.c	2.0 1.5 1.75 1.3 0.8	0	1810
6750	colour.:white:to.be	to be white	1335	WHITE	white	285	147	bokːa	bokːa	b o kː a	b o kː a -	ChibokNagarSontosh	Chibok		kim2011tripura	v		1 7 1 7	AXBZ	PUKA	6	6.P.C 6.U.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	0	1809
6751	colour.:white:to.be	to be white	1335	WHITE	white	285	147	gipːok̚	gipːok̚	g i pː o k̚	g i pː o k̚	ChibokNagarSontosh	Chibok		kim2011tripura	v		1 7 1 7 1	AXBYN	KIPUK	6	6.K.C 6.I.V 6.P.C 6.U.V 6.K.c	2.0 1.5 1.75 1.3 0.8	0	1810
6752	colour.:white:to.be	to be white	1335	WHITE	white	285	147	bokːa	bokːa	b o kː a	b o kː a -	AtongNalchapra	AtongN	aton1241	kim2011tripura	w		1 7 1 7	AXBZ	PUKA	4	4.P.C 4.U.V 4.K.C 4.A.V	2.0 1.5 1.75 0.8	0	1809
6753	colour.:white:to.be	to be white	1335	WHITE	white	285	147	gipːok̚	gipːok̚	g i pː o k̚	g i pː o k̚	AtongNalchapra	AtongN	aton1241	kim2011tripura	w		1 7 1 7 1	AXBYN	KIPUK	4	4.K.C 4.I.V 4.P.C 4.U.V 4.K.c	2.0 1.5 1.75 1.3 0.8	0	1810
6799	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	holud	holud	h o l u d	h o - - l - u d	Bangla	Bangla	bang1341	kim2011tripura	0		3 7 5 7 1	AXBYN	HULYT	5	5.H.C 5.U.V 5.L.C 5.Y.V 5.T.c	2.0 1.5 1.75 1.3 0.8	0	1839
6800	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kɔrmɔ	kɔrmɔ	k ɔ r m ɔ	k ɔ - - r m ɔ -	UsoiBoroPharangsia	UsoiBP	usui1238	kim2011tripura	a		1 7 5 4 7	AXMBZ	KURMU	21	21.K.C 21.U.V 21.R.c 21.M.C 21.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
6801	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kɔrmɔ	kɔrmɔ	k ɔ r m ɔ	k ɔ - - r m ɔ -	UsoiChotoMadhuk	UsoiCM	usui1238	kim2011tripura	b		1 7 5 4 7	AXMBZ	KURMU	22	22.K.C 22.U.V 22.R.c 22.M.C 22.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
6802	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kɔrmɔ	kɔrmɔ	k ɔ r m ɔ	k ɔ - - r m ɔ -	GabingDolchariSapmara	Gabing		kim2011tripura	c		1 7 5 4 7	AXMBZ	KURMU	11	11.K.C 11.U.V 11.R.c 11.M.C 11.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
6803	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kurumu	kurumu	k u r u m u	k u r u m - u -	NaitongLombapara	Naitong		kim2011tripura	d		1 7 5 7 4 7	AXBYBZ	KYRYMY	16	16.K.C 16.Y.V 16.R.C 16.Y.V 16.M.C 16.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1837
6804	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kərɨmɨ	kərɨmɨ	k ə r ɨ m ɨ	k ə r ɨ m - ɨ -	KemaPakkhipara	Kema		kim2011tripura	e		1 7 5 7 4 7	AXBYBZ	KERIMI	12	12.K.C 12.E.V 12.R.C 12.I.V 12.M.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1837
6805	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kurmu	kurmu	k u r m u	k u - - r m u -	TongpaiTongpaipara	Tongpai		kim2011tripura	f		1 7 5 4 7	AXMBZ	KYRMY	19	19.K.C 19.Y.V 19.R.c 19.M.C 19.Y.V	2.0 1.5 1.1 1.75 0.8	0	1837
6806	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	ʂɔtɔi̯ruŋ	ʂɔtɔi̯ruŋ	ʂ ɔ t ɔi̯ r u ŋ	ʂ ɔ t ɔi̯ r - u ŋ	AshongMildhanpara	Ashong		kim2011tripura	g	swtwi = turmeric	3 7 1 7 5 7 4	AXBYBYN	SUTURYN	3	3.S.C 3.U.V 3.T.C 3.U.V 3.R.C 3.Y.V 3.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1838
6807	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	krɨmɨ	krɨmɨ	k r ɨ m ɨ	k r - ɨ m - ɨ -	DendakNoimailGutchagram	Dendak		kim2011tripura	h		1 5 7 4 7	ACXBZ	KRIMI	10	10.K.C 10.R.C 10.I.V 10.M.C 10.I.V	2.0 1.5 1.5 1.75 0.8	0	1837
6808	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kʊrʊmʊ	kʊrʊmʊ	k ʊ r ʊ m ʊ	k ʊ r ʊ m - ʊ -	KhaliBeltolipara	Khali		kim2011tripura	i		1 7 5 7 4 7	AXBYBZ	KYRYMY	14	14.K.C 14.Y.V 14.R.C 14.Y.V 14.M.C 14.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1837
6809	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kɔrmɔ	kɔrmɔ	k ɔ r m ɔ	k ɔ - - r m ɔ -	UsoiRobertpara	UsoiR	usui1238	kim2011tripura	j		1 7 5 4 7	AXMBZ	KURMU	24	24.K.C 24.U.V 24.R.c 24.M.C 24.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
6810	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kɔrmɔ	kɔrmɔ	k ɔ r m ɔ	k ɔ - - r m ɔ -	UsoiBethanipara	UsoiB	usui1238	kim2011tripura	k		1 7 5 4 7	AXMBZ	KURMU	20	20.K.C 20.U.V 20.R.c 20.M.C 20.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
6811	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kɔrmɔ	kɔrmɔ	k ɔ r m ɔ	k ɔ - - r m ɔ -	UsoiKatchaptali	UsoiK	usui1238	kim2011tripura	l		1 7 5 4 7	AXMBZ	KURMU	23	23.K.C 23.U.V 23.R.c 23.M.C 23.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
6812	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	krɨmɨ	krɨmɨ	k r ɨ m ɨ	k r - ɨ m - ɨ -	AnokLaiphuKarbaripara	Anok		kim2011tripura	m		1 5 7 4 7	ACXBZ	KRIMI	2	2.K.C 2.R.C 2.I.V 2.M.C 2.I.V	2.0 1.5 1.5 1.75 0.8	0	1837
6813	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kormʊ	kormʊ	k o r m ʊ	k o - - r m ʊ -	KewaKrishnaDayalpara	Kewa		kim2011tripura	n		1 7 5 4 7	AXMBZ	KURMY	13	13.K.C 13.U.V 13.R.c 13.M.C 13.Y.V	2.0 1.5 1.1 1.75 0.8	0	1837
6814	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kormo	kormo	k o r m o	k o - - r m o -	PhatungJarichandrapara	Phatung		kim2011tripura	o		1 7 5 4 7	AXMBZ	KURMU	17	17.K.C 17.U.V 17.R.c 17.M.C 17.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
6815	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	ʂutui̯roŋ	ʂutui̯roŋ	ʂ u t ui̯ r o ŋ	ʂ u t ui̯ r - o ŋ	DebbarmaDoluchara	DebbarmaD	debb1238	kim2011tripura	p	swtwi = turmeric	3 7 1 7 5 7 4	AXBYBYN	SYTYRUN	7	7.S.C 7.Y.V 7.T.C 7.Y.V 7.R.C 7.U.V 7.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1838
6816	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kormo	kormo	k o r m o	k o - - r m o -	DebbarmaSatchari	DebbarmaS	debb1238	kim2011tripura	q		1 7 5 4 7	AXMBZ	KURMU	9	9.K.C 9.U.V 9.R.c 9.M.C 9.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
6817	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kormo	kormo	k o r m o	k o - - r m o -	DebbarmaKhumuling	DebbarmaK	debb1238	kim2011tripura	r		1 7 5 4 7	AXMBZ	KURMU	8	8.K.C 8.U.V 8.R.c 8.M.C 8.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
6818	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kormo	kormo	k o r m o	k o - - r m o -	MukchakBarbakpur	Mukchak		kim2011tripura	s		1 7 5 4 7	AXMBZ	KURMU	15	15.K.C 15.U.V 15.R.c 15.M.C 15.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
6819	colour.:yellow:to.be	to be yellow	1424	YELLOW	yellow	288	148	kɔrmɔ	kɔrmɔ	k ɔ r m ɔ	k ɔ - - r m ɔ -	RiangOldlankar	RiangSIL	hala1254	kim2011tripura	t		1 7 5 4 7	AXMBZ	KURMU	18	18.K.C 18.U.V 18.R.c 18.M.C 18.U.V	2.0 1.5 1.1 1.75 0.8	0	1837
4070	come:to	to come	1446	COME	to come	172	112	aʃa	aʃa	a ʃ a	- a ʃ a	Bangla	Bangla	bang1341	kim2011tripura	0		7 3 7	XBZ	ASA	5	5.A.V 5.S.C 5.A.V	1.5 1.75 0.8	0	1862
4071	come:to	to come	1446	COME	to come	172	112	pʰai̯ (na)	pʰai̯	pʰ ai̯	- - pʰ ai̯	UsoiBoroPharangsia	UsoiBP	usui1238	kim2011tripura	a		1 7	AX	PA	21	21.P.C 21.A.V	2.0 1.5	0	1860
4072	come:to	to come	1446	COME	to come	172	112	pʰai̯ (na)	pʰai̯	pʰ ai̯	- - pʰ ai̯	UsoiChotoMadhuk	UsoiCM	usui1238	kim2011tripura	b		1 7	AX	PA	22	22.P.C 22.A.V	2.0 1.5	0	1860
4073	come:to	to come	1446	COME	to come	172	112	pʰai̯ (dou̯k)	pʰai̯	pʰ ai̯	- - pʰ ai̯	GabingDolchariSapmara	Gabing		kim2011tripura	c		1 7	AX	PA	11	11.P.C 11.A.V	2.0 1.5	0	1860
4074	come:to	to come	1446	COME	to come	172	112	pʰai̯ (duŋ)	pʰai̯	pʰ ai̯	- - pʰ ai̯	NaitongLombapara	Naitong		kim2011tripura	d		1 7	AX	PA	16	16.P.C 16.A.V	2.0 1.5	0	1860
4075	come:to	to come	1446	COME	to come	172	112	pʰai̯ (ha)	pʰai̯	pʰ ai̯	- - pʰ ai̯	KemaPakkhipara	Kema		kim2011tripura	e		1 7	AX	PA	12	12.P.C 12.A.V	2.0 1.5	0	1860
4076	come:to	to come	1446	COME	to come	172	112	pʰai̯ (dou̯k)	pʰai̯	pʰ ai̯	- - pʰ ai̯	TongpaiTongpaipara	Tongpai		kim2011tripura	f		1 7	AX	PA	19	19.P.C 19.A.V	2.0 1.5	0	1860
4077	come:to	to come	1446	COME	to come	172	112	pʰai̯ (dʒnai)	pʰai̯	pʰ ai̯	- - pʰ ai̯	AshongMildhanpara	Ashong		kim2011tripura	g		1 7	AX	PA	3	3.P.C 3.A.V	2.0 1.5	0	1860
4078	come:to	to come	1446	COME	to come	172	112	pʰai̯ (dou̯k)	pʰai̯	pʰ ai̯	- - pʰ ai̯	DendakNoimailGutchagram	Dendak		kim2011tripura	h		1 7	AX	PA	10	10.P.C 10.A.V	2.0 1.5	0	1860
4079	come:to	to come	1446	COME	to come	172	112	pʰai	pʰai	pʰ ai	- - pʰ ai	KhaliBeltolipara	Khali		kim2011tripura	i		1 7	AX	PA	14	14.P.C 14.A.V	2.0 1.5	0	1860
4080	come:to	to come	1446	COME	to come	172	112	pʰai̯ (im)	pʰai̯	pʰ ai̯	- - pʰ ai̯	UsoiRobertpara	UsoiR	usui1238	kim2011tripura	j		1 7	AX	PA	24	24.P.C 24.A.V	2.0 1.5	0	1860
4081	come:to	to come	1446	COME	to come	172	112	pʰai̯ (na)	pʰai̯	pʰ ai̯	- - pʰ ai̯	UsoiBethanipara	UsoiB	usui1238	kim2011tripura	k		1 7	AX	PA	20	20.P.C 20.A.V	2.0 1.5	0	1860
4082	come:to	to come	1446	COME	to come	172	112	pʰai̯ (na)	pʰai̯	pʰ ai̯	- - pʰ ai̯	UsoiKatchaptali	UsoiK	usui1238	kim2011tripura	l		1 7	AX	PA	23	23.P.C 23.A.V	2.0 1.5	0	1860
4083	come:to	to come	1446	COME	to come	172	112	pʰai	pʰai	pʰ ai	- - pʰ ai	AnokLaiphuKarbaripara	Anok		kim2011tripura	m		1 7	AX	PA	2	2.P.C 2.A.V	2.0 1.5	0	1860
4084	come:to	to come	1446	COME	to come	172	112	pʰai̯ (gɨ)	pʰai̯	pʰ ai̯	- - pʰ ai̯	KewaKrishnaDayalpara	Kewa		kim2011tripura	n		1 7	AX	PA	13	13.P.C 13.A.V	2.0 1.5	0	1860
4085	come:to	to come	1446	COME	to come	172	112	pʰai̯ (di)	pʰai̯	pʰ ai̯	- - pʰ ai̯	PhatungJarichandrapara	Phatung		kim2011tripura	o		1 7	AX	PA	17	17.P.C 17.A.V	2.0 1.5	0	1860
4086	come:to	to come	1446	COME	to come	172	112	pʰai̯ (oitoŋgo)	pʰai̯	pʰ ai̯	- - pʰ ai̯	DebbarmaDoluchara	DebbarmaD	debb1238	kim2011tripura	p		1 7	AX	PA	7	7.P.C 7.A.V	2.0 1.5	0	1860
4087	come:to	to come	1446	COME	to come	172	112	pʰai̯ (toŋgo)	pʰai̯	pʰ ai̯	- - pʰ ai̯	DebbarmaSatchari	DebbarmaS	debb1238	kim2011tripura	q		1 7	AX	PA	9	9.P.C 9.A.V	2.0 1.5	0	1860
4088	come:to	to come	1446	COME	to come	172	112	pʰai̯ (toŋgo)	pʰai̯	pʰ ai̯	- - pʰ ai̯	DebbarmaKhumuling	DebbarmaK	debb1238	kim2011tripura	r		1 7	AX	PA	8	8.P.C 8.A.V	2.0 1.5	0	1860
4089	come:to	to come	1446	COME	to come	172	112	pʰai̯ (dou̯k)	pʰai̯	pʰ ai̯	- - pʰ ai̯	MukchakBarbakpur	Mukchak		kim2011tripura	s		1 7	AX	PA	15	15.P.C 15.A.V	2.0 1.5	0	1860
4090	come:to	to come	1446	COME	to come	172	112	pʰai̯ (nai̯ha)	pʰai̯	pʰ ai̯	- - pʰ ai̯	RiangOldlankar	RiangSIL	hala1254	kim2011tripura	t		1 7	AX	PA	18	18.P.C 18.A.V	2.0 1.5	0	1860
4091	come:to	to come	1446	COME	to come	172	112	ripa	ripa	r i p a	r i p a	AbengGajni	Abeng	aben1248	kim2011tripura	u		5 7 1 7	AXBZ	RIPA	1	1.R.C 1.I.V 1.P.C 1.A.V	2.0 1.5 1.75 0.8	0	1859
4092	come:to	to come	1446	COME	to come	172	112	riba	riba	r i b a	r i b a	ChibokNagarSontosh	Chibok		kim2011tripura	v		5 7 1 7	AXBZ	RIPA	6	6.R.C 6.I.V 6.P.C 6.A.V	2.0 1.5 1.75 0.8	0	1859
4093	come:to	to come	1446	COME	to come	172	112	hi	hi	h i	h i - -	AtongNalchapra	AtongN	aton1241	kim2011tripura	w		3 7	AX	HI	4	4.H.C 4.I.V	2.0 1.5	0	1861
4379	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ɾanːa kɔɾa	ɾanːakɔɾa	ɾ a nː a k ɔ ɾ a	ɾ a nː a k ɔ ɾ a	Bangla	Bangla	bang1341	kim2011tripura	0		5 7 4 7 1 7 5 7	AXBYBYBZ	RANAKURA	5	5.R.C 5.A.V 5.N.C 5.A.V 5.K.C 5.U.V 5.R.C 5.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1886
4380	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂɔŋ (dʒjɔmo)	ʂɔŋ	ʂ ɔ ŋ	ʂ ɔ ŋ - - - - -	UsoiBoroPharangsia	UsoiBP	usui1238	kim2011tripura	a		3 7 4	AXN	SUN	21	21.S.C 21.U.V 21.N.c	2.0 1.5 0.8	0	1884
4381	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂɔu̯ŋ (mi)	ʂɔu̯ŋ	ʂ ɔu̯ ŋ	ʂ ɔu̯ ŋ - - - - -	UsoiChotoMadhuk	UsoiCM	usui1238	kim2011tripura	b		3 7 4	AXN	SUN	22	22.S.C 22.U.V 22.N.c	2.0 1.5 0.8	0	1884
4382	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʃuŋ (dou̯k)	ʃuŋ	ʃ u ŋ	ʃ u ŋ - - - - -	GabingDolchariSapmara	Gabing		kim2011tripura	c		3 7 4	AXN	SYN	11	11.S.C 11.Y.V 11.N.c	2.0 1.5 0.8	0	1884
4383	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂoŋ (dou̯ŋ)	ʂoŋ	ʂ o ŋ	ʂ o ŋ - - - - -	NaitongLombapara	Naitong		kim2011tripura	d		3 7 4	AXN	SUN	16	16.S.C 16.U.V 16.N.c	2.0 1.5 0.8	0	1884
4384	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂou̯ŋ (ha)	ʂou̯ŋ	ʂ ou̯ ŋ	ʂ ou̯ ŋ - - - - -	KemaPakkhipara	Kema		kim2011tripura	e		3 7 4	AXN	SUN	12	12.S.C 12.U.V 12.N.c	2.0 1.5 0.8	0	1884
4385	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂoŋ (jo)	ʂoŋ	ʂ o ŋ	ʂ o ŋ - - - - -	TongpaiTongpaipara	Tongpai		kim2011tripura	f		3 7 4	AXN	SUN	19	19.S.C 19.U.V 19.N.c	2.0 1.5 0.8	0	1884
4386	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂuŋ (nikai̯kha)	ʂuŋ	ʂ u ŋ	ʂ u ŋ - - - - -	AshongMildhanpara	Ashong		kim2011tripura	g		3 7 4	AXN	SYN	3	3.S.C 3.Y.V 3.N.c	2.0 1.5 0.8	0	1884
4387	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂou̯ŋ (dou̯k̚)	ʂou̯ŋ	ʂ ou̯ ŋ	ʂ ou̯ ŋ - - - - -	DendakNoimailGutchagram	Dendak		kim2011tripura	h		3 7 4	AXN	SUN	10	10.S.C 10.U.V 10.N.c	2.0 1.5 0.8	0	1884
4388	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂuŋ	ʂuŋ	ʂ u ŋ	ʂ u ŋ - - - - -	KhaliBeltolipara	Khali		kim2011tripura	i		3 7 4	AXN	SYN	14	14.S.C 14.Y.V 14.N.c	2.0 1.5 0.8	0	1884
4389	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂou̯ŋ (tɔu̯m)	ʂou̯ŋ	ʂ ou̯ ŋ	ʂ ou̯ ŋ - - - - -	UsoiRobertpara	UsoiR	usui1238	kim2011tripura	j		3 7 4	AXN	SUN	24	24.S.C 24.U.V 24.N.c	2.0 1.5 0.8	0	1884
4390	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂɔu̯ŋ (mi)	ʂɔu̯ŋ	ʂ ɔu̯ ŋ	ʂ ɔu̯ ŋ - - - - -	UsoiBethanipara	UsoiB	usui1238	kim2011tripura	k		3 7 4	AXN	SUN	20	20.S.C 20.U.V 20.N.c	2.0 1.5 0.8	0	1884
4391	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂɔu̯ŋ (mi)	ʂɔu̯ŋ	ʂ ɔu̯ ŋ	ʂ ɔu̯ ŋ - - - - -	UsoiKatchaptali	UsoiK	usui1238	kim2011tripura	l		3 7 4	AXN	SUN	23	23.S.C 23.U.V 23.N.c	2.0 1.5 0.8	0	1884
4392	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂou̯ŋ (ha)	ʂou̯ŋ	ʂ ou̯ ŋ	ʂ ou̯ ŋ - - - - -	AnokLaiphuKarbaripara	Anok		kim2011tripura	m		3 7 4	AXN	SUN	2	2.S.C 2.U.V 2.N.c	2.0 1.5 0.8	0	1884
4393	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂoŋ (gɨ)	ʂoŋ	ʂ o ŋ	ʂ o ŋ - - - - -	KewaKrishnaDayalpara	Kewa		kim2011tripura	n		3 7 4	AXN	SUN	13	13.S.C 13.U.V 13.N.c	2.0 1.5 0.8	0	1884
4394	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂou̯ŋ (dɨ)	ʂou̯ŋ	ʂ ou̯ ŋ	ʂ ou̯ ŋ - - - - -	PhatungJarichandrapara	Phatung		kim2011tripura	o		3 7 4	AXN	SUN	17	17.S.C 17.U.V 17.N.c	2.0 1.5 0.8	0	1884
4395	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂoŋ (goi̯t oŋgo)	ʂoŋ	ʂ o ŋ	ʂ o ŋ - - - - -	DebbarmaDoluchara	DebbarmaD	debb1238	kim2011tripura	p		3 7 4	AXN	SUN	7	7.S.C 7.U.V 7.N.c	2.0 1.5 0.8	0	1884
4396	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂoŋ (toŋgo)	ʂoŋ	ʂ o ŋ	ʂ o ŋ - - - - -	DebbarmaSatchari	DebbarmaS	debb1238	kim2011tripura	q		3 7 4	AXN	SUN	9	9.S.C 9.U.V 9.N.c	2.0 1.5 0.8	0	1884
4397	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂoŋ (goi̯t oŋgo)	ʂoŋ	ʂ o ŋ	ʂ o ŋ - - - - -	DebbarmaKhumuling	DebbarmaK	debb1238	kim2011tripura	r		3 7 4	AXN	SUN	8	8.S.C 8.U.V 8.N.c	2.0 1.5 0.8	0	1884
4398	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʃɔŋ (gui̯d ou̯k)	ʃɔŋ	ʃ ɔ ŋ	ʃ ɔ ŋ - - - - -	MukchakBarbakpur	Mukchak		kim2011tripura	s		3 7 4	AXN	SUN	15	15.S.C 15.U.V 15.N.c	2.0 1.5 0.8	0	1884
4399	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʂuŋ (tɔŋgɔ)	ʂuŋ	ʂ u ŋ	ʂ u ŋ - - - - -	RiangOldlankar	RiangSIL	hala1254	kim2011tripura	t		3 7 4	AXN	SYN	18	18.S.C 18.Y.V 18.N.c	2.0 1.5 0.8	0	1884
4400	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʃoŋ	ʃoŋ	ʃ o ŋ	ʃ o ŋ - - - - -	AbengGajni	Abeng	aben1248	kim2011tripura	u		3 7 4	AXN	SUN	1	1.S.C 1.U.V 1.N.c	2.0 1.5 0.8	1	1884
4401	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	ʃoŋ	ʃoŋ	ʃ o ŋ	ʃ o ŋ - - - - -	ChibokNagarSontosh	Chibok		kim2011tripura	v		3 7 4	AXN	SUN	6	6.S.C 6.U.V 6.N.c	2.0 1.5 0.8	1	1884
4402	cook..general:to	to cook (general)	1100	COOK (SOMETHING)	to cook	185	117	rɨm	rɨm	r ɨ m	r ɨ m - - - - -	AtongNalchapra	AtongN	aton1241	kim2011tripura	w		5 7 4	AXN	RIM	4	4.R.C 4.I.V 4.M.c	2.0 1.5 0.8	0	1885
1755	crocodilia:::	Crocodilia	1857	CROCODILE	crocodile	74	92	kumir	kumir	k u m i r	- - - - k u m - i - - r -	Bangla	Bangla	bang1341	kim2011tripura	0		1 7 4 7 5	AXBYN	KYMIR	5	5.K.C 5.Y.V 5.M.C 5.I.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	1911
